"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"	"abs"	"DEG_type"
"COLEC12"	-1.65813437103594	6.31307493734336	-7.23493032635931	2.38587333974892e-12	2.73543896446013e-11	17.4926180513571	1.65813437103594	"Down"
"SLC6A8"	1.1007536205074	11.0570611528822	7.23260920387404	2.42223361514019e-12	2.77526645817737e-11	17.4778913760089	1.1007536205074	"UP"
"LUM"	-1.42067465116279	11.7073223057644	-7.23076100880558	2.45157512038013e-12	2.799508945876e-11	17.4661678434304	1.42067465116279	"Down"
"PCOLCE2"	-1.59528650634249	4.67705213032581	-7.22949577240632	2.47186317483955e-12	2.81703474142608e-11	17.4581434784395	1.59528650634249	"Down"
"PRICKLE1"	-1.25726320295983	6.61248897243108	-7.21906029073216	2.64562185972811e-12	2.9990727324393e-11	17.3920007908995	1.25726320295983	"Down"
"AREG"	-1.7995390961945	7.15968596491228	-7.21887966314055	2.64873290941174e-12	3.00061093697995e-11	17.3908565735792	1.7995390961945	"Down"
"SEMA6A"	1.43317713002114	8.72300952380952	7.2075768341493	2.85074096123347e-12	3.20998462398223e-11	17.3193005332928	1.43317713002114	"UP"
"CYTIP"	-1.21167020084567	6.45185162907268	-7.19993928618184	2.99575044160184e-12	3.3536499562737e-11	17.2709974455117	1.21167020084567	"Down"
"CCL4L2"	-1.37210899577167	5.09009298245614	-7.19593520029579	3.07464992508427e-12	3.43309148945767e-11	17.2456896363788	1.37210899577167	"Down"
"KCNMB1"	-1.30199611522198	6.16346842105263	-7.19188842124881	3.15646806115181e-12	3.52214890111304e-11	17.2201229825958	1.30199611522198	"Down"
"PTPRC"	-1.39689424947145	7.80965263157895	-7.18778477687906	3.24162350444866e-12	3.61010492624341e-11	17.1942083609041	1.39689424947145	"Down"
"SCML2"	-1.3276744820296	4.07807443609023	-7.18711558727846	3.25572276187514e-12	3.62109190927414e-11	17.1899834899494	1.3276744820296	"Down"
"TBX5"	-1.21532384249471	4.04109072681704	-7.18576393600856	3.28438522792557e-12	3.65059738199446e-11	17.1814508788617	1.21532384249471	"Down"
"COCH"	-1.52700205602537	6.38368395989975	-7.18434506008452	3.31474041024016e-12	3.68194476997196e-11	17.1724952249493	1.52700205602537	"Down"
"PTGER3"	-1.60948704545455	4.54315338345865	-7.18298887814573	3.34401234016471e-12	3.71204900005564e-11	17.1639365545297	1.60948704545455	"Down"
"CXCR5"	-1.29421042283298	3.3559686716792	-7.18237072738646	3.35743881569845e-12	3.7245362115005e-11	17.1600359059302	1.29421042283298	"Down"
"CCR5"	-1.22671437103594	5.87034385964912	-7.18076490233523	3.39256639487151e-12	3.76106550555231e-11	17.149904052379	1.22671437103594	"Down"
"SIRPB1"	-1.1205577589852	5.17341854636592	-7.17778892100158	3.45862517794866e-12	3.8293360708084e-11	17.1311318929686	1.1205577589852	"Down"
"SYT8"	2.06168507928118	9.24267619047619	7.17565274516433	3.50682137621331e-12	3.87767850429895e-11	17.1176608264302	2.06168507928118	"UP"
"DACH2"	1.60227711945032	2.3609045112782	7.17514697634323	3.5183289062221e-12	3.88537987539285e-11	17.1144718193202	1.60227711945032	"UP"
"IRX3"	1.72327655919661	6.86111328320802	7.17354846449165	3.5549440116286e-12	3.92075256369561e-11	17.1043939143534	1.72327655919661	"UP"
"SULT1B1"	-1.01677584566596	1.49255513784461	-7.16956244949927	3.64788801528095e-12	4.0129114076782e-11	17.0792713981897	1.01677584566596	"Down"
"PLP1"	-1.31500510042283	2.12622055137845	-7.16508213805123	3.75521420794812e-12	4.12037807832973e-11	17.0510463370164	1.31500510042283	"Down"
"PLEKHH1"	1.05361860993657	8.22842431077694	7.16443117357118	3.77106447125793e-12	4.13511723367552e-11	17.0469465227368	1.05361860993657	"UP"
"ZBTB7C"	1.45807791754756	8.71902481203007	7.15859310171036	3.91618990132143e-12	4.28601052156138e-11	17.0101908201338	1.45807791754756	"UP"
"FHIT"	1.15112207188161	4.71602481203008	7.15705791422848	3.95525616121693e-12	4.32599820292691e-11	17.0005293249217	1.15112207188161	"UP"
"NGF"	-1.10879177061311	3.17557443609023	-7.14905914425884	4.16509072523153e-12	4.53231818993706e-11	16.9502159991666	1.10879177061311	"Down"
"MUC2"	2.69990616807611	4.12304862155388	7.14701845646097	4.22035536363288e-12	4.58079941943554e-11	16.9373867502284	2.69990616807611	"UP"
"PARVG"	-1.21170743657506	6.88234736842105	-7.14630598088038	4.23981961419284e-12	4.59900788334703e-11	16.9329082756359	1.21170743657506	"Down"
"ARHGAP9"	-1.24461075581395	6.53624786967419	-7.14551754795097	4.26146192666788e-12	4.61955435472629e-11	16.927952750358	1.24461075581395	"Down"
"VNN1"	-1.41576882135306	3.70431453634085	-7.14531285786747	4.26709837625256e-12	4.62273494769957e-11	16.9266662839302	1.41576882135306	"Down"
"ZIC2"	-1.90510477272728	4.7864290726817	-7.14407360269907	4.30138011877661e-12	4.65692457669574e-11	16.9188782375424	1.90510477272728	"Down"
"HIC1"	-1.01240526955602	6.77059974937343	-7.14200993915036	4.35906998676162e-12	4.71334938570629e-11	16.9059115452516	1.01240526955602	"Down"
"FILIP1"	-1.09421819238901	4.82645338345865	-7.14191425726688	4.36176316939849e-12	4.71334938570629e-11	16.9053104139255	1.09421819238901	"Down"
"CR2"	-1.86953476215645	2.98719674185464	-7.14117128730529	4.38273152792442e-12	4.73103410877713e-11	16.9006428398555	1.86953476215645	"Down"
"JSRP1"	-1.43401520613108	3.49982030075188	-7.141138464254	4.3836601557417e-12	4.73103410877713e-11	16.9004366436322	1.43401520613108	"Down"
"C20orf114"	2.48367369450317	3.60359097744361	7.13709167852147	4.49964745780383e-12	4.84703837614562e-11	16.8750201177467	2.48367369450317	"UP"
"TNFRSF4"	-1.00657926532769	5.74325864661654	-7.13455374946853	4.57392375416429e-12	4.92085155589524e-11	16.8590858986587	1.00657926532769	"Down"
"ANKRD36"	-1.02453147463002	6.4024962406015	-7.13324650374546	4.61265166231582e-12	4.95628262158131e-11	16.8508801508539	1.02453147463002	"Down"
"COL8A1"	-1.43297346194503	6.98766215538847	-7.13234117434035	4.63966148168376e-12	4.9821750976574e-11	16.8451979635706	1.43297346194503	"Down"
"NCAM2"	-1.40079406448203	2.4243694235589	-7.12693152211846	4.80432775122685e-12	5.13642690703041e-11	16.8112565658926	1.40079406448203	"Down"
"TFF2"	2.17728606765328	2.9708701754386	7.12681284749369	4.80800383953109e-12	5.1371463884459e-11	16.8105121971379	2.17728606765328	"UP"
"TPSB2"	-1.48313523784356	7.70570576441103	-7.12456389824527	4.87819321179e-12	5.2088872085443e-11	16.7964078114945	1.48313523784356	"Down"
"TDO2"	-1.33110036469344	5.76221353383459	-7.12224271256842	4.95169422796253e-12	5.28407245561616e-11	16.7818539997404	1.33110036469344	"Down"
"IFITM1"	-1.17981808668076	10.8064992481203	-7.12176357066172	4.96700151615552e-12	5.29710273911199e-11	16.7788502410353	1.17981808668076	"Down"
"VENTX"	-1.06459843551797	3.23880200501253	-7.11793743044687	5.09091821918949e-12	5.41574919511539e-11	16.7548696282648	1.06459843551797	"Down"
"TNXB"	-1.48080381078224	7.27793934837093	-7.11386208521754	5.22625147565404e-12	5.5528110399092e-11	16.7293380644087	1.48080381078224	"Down"
"CDKN2BAS"	-1.42710177589852	3.14893984962406	-7.10696512472111	5.46339229694153e-12	5.77250084196923e-11	16.6861551781668	1.42710177589852	"Down"
"CTTNBP2"	-1.64109016913319	4.69810200501253	-7.10406248794988	5.5663312459344e-12	5.87038608464574e-11	16.6679910322094	1.64109016913319	"Down"
"HEPH"	-1.21545128435518	7.22274060150376	-7.10280518976689	5.61151005194493e-12	5.91074451653756e-11	16.6601248831358	1.21545128435518	"Down"
"HOXD1"	1.46079613636364	4.94735037593985	7.10123192792648	5.66855084608785e-12	5.95615668139919e-11	16.6502834599085	1.46079613636364	"UP"
"CD300A"	-1.01287293868922	6.64209022556391	-7.09666738248181	5.83729264018269e-12	6.12160772365680e-11	16.621739835896	1.01287293868922	"Down"
"MEFV"	-1.13027628964059	3.2229992481203	-7.0959746173001	5.8633309637734e-12	6.13819702976179e-11	16.6174089864713	1.13027628964059	"Down"
"HRASLS5"	-1.50798235729387	2.75639147869674	-7.09397788709245	5.93902117343928e-12	6.20844754764637e-11	16.604928179189	1.50798235729387	"Down"
"KRT81"	-1.72160342494714	4.43197694235589	-7.09156764337256	6.03166771196851e-12	6.29516216479154e-11	16.5898662791525	1.72160342494714	"Down"
"P2RY10"	-1.12593958245243	3.1350694235589	-7.08943542202982	6.11481165680068e-12	6.37654667482925e-11	16.5765450795497	1.12593958245243	"Down"
"CD48"	-1.28385421775898	6.41027819548872	-7.08623906120818	6.24156677786838e-12	6.49441857069443e-11	16.5565814095972	1.28385421775898	"Down"
"CLCA3P"	1.20173106236787	1.62556290726817	7.08592884770116	6.25400535845754e-12	6.50340520740272e-11	16.5546442650629	1.20173106236787	"UP"
"SLAMF1"	-1.23027207188161	3.75171478696742	-7.08416040559285	6.32538141594078e-12	6.56964022471664e-11	16.543602390814	1.23027207188161	"Down"
"CXorf49B"	-1.55568903805497	2.35542932330827	-7.08154605321654	6.43236948906992e-12	6.6687591088167e-11	16.5272826996023	1.55568903805497	"Down"
"BTLA"	-1.07726557610994	2.77463759398496	-7.08109599670031	6.45096605336459e-12	6.68384162985189e-11	16.5244737624041	1.07726557610994	"Down"
"IGSF21"	-1.36394613636364	3.72274987468672	-7.08058700372509	6.4720616356461e-12	6.69867261754160e-11	16.5212971519355	1.36394613636364	"Down"
"KIRREL"	-1.32115130021141	5.74754862155388	-7.07912531700652	6.53302027118612e-12	6.75658069884581e-11	16.5121757915476	1.32115130021141	"Down"
"MNDA"	-1.28052964587738	5.74142280701754	-7.07880035631387	6.54664907779817e-12	6.76658484137858e-11	16.5101481384547	1.28052964587738	"Down"
"ZFPM2"	-1.23979530655391	4.74925438596491	-7.07743843876874	6.60407257719407e-12	6.82181554984793e-11	16.5016509840425	1.23979530655391	"Down"
"FCGR1C"	-1.21230244186047	3.87543308270677	-7.07637962149949	6.6490583069382e-12	6.85999948121139e-11	16.4950457818594	1.21230244186047	"Down"
"SYT9"	1.36739840909091	1.96340100250627	7.0753281074392	6.69403202284375e-12	6.90223699715282e-11	16.4884868976921	1.36739840909091	"UP"
"LOC146336"	1.83152135835095	1.64123308270677	7.07393517718317	6.75406926286658e-12	6.951570927232e-11	16.4797995728713	1.83152135835095	"UP"
"CRYAB"	-1.28527728329809	7.34646691729323	-7.06942288561606	6.95221531116725e-12	7.14691076399201e-11	16.4516667568586	1.28527728329809	"Down"
"FAM176A"	-1.41464144291755	5.17631528822055	-7.06567413249584	7.12117189350333e-12	7.30304354977626e-11	16.428304972704	1.41464144291755	"Down"
"FAM159A"	-1.02636840909091	2.86335814536341	-7.06433197483776	7.18263960507448e-12	7.36166765035375e-11	16.41994314366	1.02636840909091	"Down"
"SLC15A3"	-1.05880623678647	8.71357368421053	-7.05660119881634	7.54698518861435e-12	7.70278810479934e-11	16.3718033444388	1.05880623678647	"Down"
"AMPH"	-1.12424446088795	3.75009523809524	-7.05138949169098	7.80280481383126e-12	7.94492733008318e-11	16.3393729736501	1.12424446088795	"Down"
"NT5M"	-1.1331780179704	4.57162280701754	-7.04460899782307	8.14842964173148e-12	8.28698201257186e-11	16.2972085389556	1.1331780179704	"Down"
"MT1A"	-1.35362820295983	2.4481305764411	-7.04375354053079	8.19309102308739e-12	8.3274518740899e-11	16.2918911260074	1.35362820295983	"Down"
"KRT7"	1.78219720930233	14.1989290726817	7.04135245850933	8.31973592923763e-12	8.44613666501714e-11	16.276968989805	1.78219720930233	"UP"
"LOC100189589"	1.06535983615222	1.05802882205514	7.03919083736905	8.4353960834052e-12	8.54833444328965e-11	16.2635384279739	1.06535983615222	"UP"
"HOXB2"	1.3576529756871	7.20038671679198	7.03755928555118	8.52374005500795e-12	8.63274703262084e-11	16.2534034109696	1.3576529756871	"UP"
"NECAB1"	-1.22286169133192	4.88620952380952	-7.03249600186366	8.80373643487957e-12	8.90255896460167e-11	16.2219624958435	1.22286169133192	"Down"
"FAM190A"	1.32547217230444	5.69804611528822	7.03159313357802	8.85460609155358e-12	8.94137495880257e-11	16.2163579035533	1.32547217230444	"UP"
"PDE10A"	1.51613089852009	7.35107593984962	7.02985775827742	8.95319415280414e-12	9.02494632751135e-11	16.205587061843	1.51613089852009	"UP"
"DOK5"	-1.19549763742072	3.59715563909774	-7.02896130789858	9.00454425630244e-12	9.06602319295524e-11	16.2000239315879	1.19549763742072	"Down"
"SPIB"	-1.50430034355179	3.4655679197995	-7.02616197701262	9.16676583009073e-12	9.21850066369971e-11	16.1826555902322	1.50430034355179	"Down"
"EBI3"	-1.25081508985201	4.46063333333333	-7.02571632009431	9.19285553409653e-12	9.23930592046153e-11	16.1798910258229	1.25081508985201	"Down"
"SLC19A3"	-1.30335965116279	3.35271854636591	-7.02365334439734	9.31458101463776e-12	9.33864005051583e-11	16.1670954506748	1.30335965116279	"Down"
"LCN10"	-1.05323578224102	2.07811654135338	-7.02269615215727	9.37159694394723e-12	9.38586284093450e-11	16.1611594740581	1.05323578224102	"Down"
"TM4SF19"	-1.57073305496829	3.88053233082707	-7.02154907710452	9.44037560595419e-12	9.44921387451448e-11	16.1540467790245	1.57073305496829	"Down"
"CA12"	1.43731081923891	10.1439020050125	7.01909695470025	9.5890739658917e-12	9.59243855324815e-11	16.1388448807047	1.43731081923891	"UP"
"OLFML1"	-1.0072943551797	5.99291152882205	-7.01512717497138	9.83470070953188e-12	9.82665831409185e-11	16.1142430541362	1.0072943551797	"Down"
"CXCL10"	-1.89379963002114	7.91475864661654	-7.01280811627558	9.98104239682491e-12	9.95543505773102e-11	16.0998762207417	1.89379963002114	"Down"
"FSTL4"	1.84580776955603	6.39231779448622	7.01185453090419	1.00418367404037e-11	1.000440648115e-10	16.0939697242776	1.84580776955603	"UP"
"GPR34"	-1.08301010042284	5.12692481203007	-7.01116712256174	1.0085887087105e-11	1.00424438016309e-10	16.0897123133555	1.08301010042284	"Down"
"HSD11B1"	-1.2776496141649	4.7817634085213	-7.00843469834699	1.02628722201612e-11	1.01949298605156e-10	16.0727924694063	1.2776496141649	"Down"
"C1orf190"	-1.02785539640591	4.02744561403509	-7.00431988201202	1.05351748591598e-11	1.04411761958741e-10	16.0473222126631	1.02785539640591	"Down"
"RNASE1"	-1.0317636627907	10.5217406015038	-7.00121862743354	1.07450868761149e-11	1.06245928383134e-10	16.0281334977609	1.0317636627907	"Down"
"ST6GAL1"	-1.00101075581396	8.37402681704261	-6.99988849368569	1.08363737131424e-11	1.07086660160031e-10	16.0199054534531	1.00101075581396	"Down"
"WSCD1"	-1.11889416490486	4.15198972431078	-6.99946308966621	1.08657297332942e-11	1.07252840633428e-10	16.0172742136486	1.11889416490486	"Down"
"TNF"	-1.1601974577167	3.8557686716792	-6.99263088660733	1.13480563861833e-11	1.11499053728921e-10	15.9750322651184	1.1601974577167	"Down"
"SLC2A14"	-1.05004403805497	3.55590476190476	-6.99085163649484	1.1477081023181e-11	1.12637376926296e-10	15.9640368510186	1.05004403805497	"Down"
"CYP4F22"	2.15804089323467	6.98900250626566	6.98817152725375	1.16741598032647e-11	1.14243808692589e-10	15.9474784274879	2.15804089323467	"UP"
"IL1R2"	-1.33528937632135	5.21004511278195	-6.98760910038545	1.17159376535629e-11	1.14456213307736e-10	15.9440042346654	1.33528937632135	"Down"
"PRTG"	-1.18467947145877	4.06292506265664	-6.98676774883928	1.17787089804018e-11	1.15003764736731e-10	15.9388074908793	1.18467947145877	"Down"
"DLK2"	-1.2887486627907	5.02884160401003	-6.9809682412223	1.22204834825524e-11	1.19113156953015e-10	15.9029991853082	1.2887486627907	"Down"
"ALOX5"	1.06777053382663	10.1040704260652	6.97883302139779	1.23872022842262e-11	1.20669409039848e-10	15.8898213964715	1.06777053382663	"UP"
"WBSCR17"	-1.49041766384778	3.89246616541353	-6.97592697378516	1.26177052355186e-11	1.22775008964039e-10	15.8718914018997	1.49041766384778	"Down"
"SLC6A10P"	1.41074528012685	4.01002380952381	6.9742351752462	1.27538325517031e-11	1.23958556607633e-10	15.8614558774438	1.41074528012685	"UP"
"AGAP11"	1.53543705073996	6.73899649122807	6.97080759488456	1.30340670226638e-11	1.26466676398008e-10	15.8403195887051	1.53543705073996	"UP"
"ITGA11"	-1.46550232029598	7.78709799498747	-6.96960146193617	1.31341116699233e-11	1.27365144118882e-10	15.8328838609326	1.46550232029598	"Down"
"TAGLN"	-1.34258557610995	12.1648646616541	-6.96886126288777	1.31958820830451e-11	1.27746892423639e-10	15.828321081972	1.34258557610995	"Down"
"INA"	1.99041591966173	7.51225764411028	6.96452861457316	1.35632165002387e-11	1.31080441498917e-10	15.8016211119442	1.99041591966173	"UP"
"IL4I1"	-1.04212911733615	7.14281177944862	-6.96350282820096	1.36516467384456e-11	1.31769181069843e-10	15.7953015981541	1.04212911733615	"Down"
"TLR7"	-1.15132032769556	4.90474611528822	-6.96019296022659	1.39408640201113e-11	1.3435065911438e-10	15.7749156139342	1.15132032769556	"Down"
"PTPRD"	-1.51734696088795	4.34987067669173	-6.95908981807575	1.40385887212932e-11	1.35140179328329e-10	15.768122876443	1.51734696088795	"Down"
"CXCL12"	-1.3960507346723	8.05060175438597	-6.95869426017042	1.40737940162135e-11	1.35402879888273e-10	15.7656873836662	1.3960507346723	"Down"
"AG2"	-1.1374301691332	8.52362882205514	-6.95783608369073	1.41504717824989e-11	1.36064064256001e-10	15.7604038706261	1.1374301691332	"Down"
"MT1G"	-1.48029438689217	5.01356741854637	-6.95723014590857	1.42048593138212e-11	1.3651029405743e-10	15.7566736160847	1.48029438689217	"Down"
"CLIP3"	-1.05756092494714	7.52474912280702	-6.95234871163754	1.46505663796721e-11	1.40635571543587e-10	15.7266319600053	1.05756092494714	"Down"
"ECM2"	-1.10615762156448	5.87419248120301	-6.9419115989242	1.56501689382533e-11	1.50062662476323e-10	15.6624545376227	1.10615762156448	"Down"
"FYB"	-1.35899140591965	7.54178721804511	-6.94097917243043	1.57426663367367e-11	1.50865014205164e-10	15.6567247548056	1.35899140591965	"Down"
"CNIH3"	-1.20473073995772	5.06266691729323	-6.93652329720313	1.61921650983569e-11	1.54875322768129e-10	15.6293516203463	1.20473073995772	"Down"
"MAPK10"	1.12931302325582	7.74097669172932	6.936472564285	1.61973548715178e-11	1.54875322768129e-10	15.6290400394215	1.12931302325582	"UP"
"MCOLN2"	-1.08916458245243	4.63046365914787	-6.93409014893143	1.64429162593187e-11	1.57052668270943e-10	15.6144102249918	1.08916458245243	"Down"
"ALOX5AP"	-1.3065649577167	7.00488020050125	-6.93408519280554	1.64434308940289e-11	1.57052668270943e-10	15.6143797947715	1.3065649577167	"Down"
"DCLK2"	-1.03483352536997	5.73145639097744	-6.9336021045562	1.64936699163487e-11	1.57444596868896e-10	15.6114137529802	1.03483352536997	"Down"
"PARVB"	-1.03534258456659	7.9545298245614	-6.93038384566332	1.68322261392618e-11	1.60497246565336e-10	15.5916585760028	1.03534258456659	"Down"
"KIAA0125"	-1.37828102008457	3.00140877192982	-6.92536213058125	1.73741933866693e-11	1.65296413833351e-10	15.560847302743	1.37828102008457	"Down"
"CD247"	-1.10805839852008	5.85216215538847	-6.92316038367015	1.7617190838015e-11	1.67236218909592e-10	15.5473437691964	1.10805839852008	"Down"
"FAM65C"	-1.00232598308668	5.99780802005013	-6.91877544524373	1.81111305355882e-11	1.71639334593779e-10	15.5204605353456	1.00232598308668	"Down"
"STMN3"	-1.09455251057083	8.20061979949875	-6.91797301428285	1.82029819357679e-11	1.72414290693935e-10	15.5155424279023	1.09455251057083	"Down"
"CCDC64B"	1.27653579809725	9.40518596491228	6.91460117928607	1.85939734301477e-11	1.75922848172625e-10	15.4948813082949	1.27653579809725	"UP"
"SPN"	-1.04431973044397	5.99421679197995	-6.91411629200845	1.86508746275454e-11	1.76266221756238e-10	15.4919107826012	1.04431973044397	"Down"
"SLC14A1"	2.34187049154334	8.32744010025063	6.90850354489452	1.93221121799224e-11	1.81706460115312e-10	15.457537762892	2.34187049154334	"UP"
"IGFL2"	-1.90044384249471	3.30225062656642	-6.90572015236596	1.96637325995864e-11	1.8451333507873e-10	15.4405001185158	1.90044384249471	"Down"
"STX1B"	-1.05856350951374	3.21035714285714	-6.90496360320154	1.97576093086753e-11	1.85191049224219e-10	15.4358700772035	1.05856350951374	"Down"
"IVL"	1.9521946511628	9.12704486215539	6.90357977814288	1.99304627837851e-11	1.86664434815612e-10	15.4274021707957	1.9521946511628	"UP"
"VILL"	1.3312790116279	8.15275062656642	6.90353065581102	1.9936625886129e-11	1.86664434815612e-10	15.4271016057699	1.3312790116279	"UP"
"PCP2"	1.1675563372093	3.29750501253133	6.90235926148264	2.00841502548816e-11	1.87942819617071e-10	15.4199346877281	1.1675563372093	"UP"
"SHISA2"	-1.71632661733616	5.63061478696742	-6.90142762625182	2.02022450026938e-11	1.88944561517813e-10	15.4142353647508	1.71632661733616	"Down"
"FOLR2"	-1.28217087209302	6.72651052631579	-6.89511936459475	2.10200342721352e-11	1.96271127870712e-10	15.3756601721978	1.28217087209302	"Down"
"STAP1"	-1.0977973255814	2.20385187969925	-6.89457878434177	2.10916085437811e-11	1.96831999863567e-10	15.3723557983763	1.0977973255814	"Down"
"TLL1"	-1.28429600951374	4.07005363408521	-6.8876542528429	2.20298925467206e-11	2.05029021710665e-10	15.3300466213764	1.28429600951374	"Down"
"SHOX2"	-1.35525409090909	4.01361052631579	-6.88751937044292	2.20485706765376e-11	2.05091272426782e-10	15.3292228160793	1.35525409090909	"Down"
"IL12RB1"	-1.31452727272727	4.81329949874687	-6.88509807452606	2.23865240759661e-11	2.07895700783646e-10	15.3144367105478	1.31452727272727	"Down"
"C21orf34"	-1.03705884249471	1.89563859649123	-6.8821402266349	2.28062797147807e-11	2.11334897508688e-10	15.2963795951713	1.03705884249471	"Down"
"NOD2"	-1.18890747357294	5.80863934837093	-6.87985557780285	2.31357849222975e-11	2.14272191056211e-10	15.2824364126699	1.18890747357294	"Down"
"KMO"	-1.05116947145877	4.61747869674185	-6.87725501617488	2.35165480615355e-11	2.17210920606764e-10	15.266569650034	1.05116947145877	"Down"
"FBN2"	-1.8295031448203	7.11828872180451	-6.87678690144308	2.35857383720567e-11	2.17732131998058e-10	15.2637140507245	1.8295031448203	"Down"
"APBB1IP"	-1.35454579809725	6.76841077694236	-6.87470556875207	2.38958021133018e-11	2.20356652803311e-10	15.251019330778	1.35454579809725	"Down"
"C17orf93"	-1.1552382769556	1.94652581453634	-6.873794080614	2.40328476535875e-11	2.21501019376222e-10	15.2454608224149	1.1552382769556	"Down"
"STEAP1"	-1.15056864164906	7.69431804511278	-6.86908158825512	2.4753799828966e-11	2.27655107459297e-10	15.2167319841177	1.15056864164906	"Down"
"SERPINE2"	-1.56208085623679	8.04979824561403	-6.8683030917122	2.48749279721839e-11	2.28523371585487e-10	15.211987516449	1.56208085623679	"Down"
"RBP1"	-1.17654687632135	7.97656441102757	-6.86640298319865	2.51730211453479e-11	2.30802112437511e-10	15.2004092767207	1.17654687632135	"Down"
"CCL21"	-2.29988573995772	5.35428070175439	-6.86524988842883	2.53556295479146e-11	2.32067094192952e-10	15.1933841668587	2.29988573995772	"Down"
"FNDC5"	-1.03049690803383	4.6789030075188	-6.86218583416027	2.58472125983051e-11	2.3643979609979e-10	15.1747212494917	1.03049690803383	"Down"
"MRO"	-1.06658840909091	2.68971403508772	-6.85951525357199	2.62832973498894e-11	2.4017205366838e-10	15.158460301542	1.06658840909091	"Down"
"PRF1"	-1.30624722515856	6.59410626566416	-6.85897663574341	2.63721213679062e-11	2.40850274338732e-10	15.1551813055559	1.30624722515856	"Down"
"LGALS1"	-1.01422500528541	11.9635122807018	-6.85889458461243	2.6385678364947e-11	2.40850274338732e-10	15.154681812731	1.01422500528541	"Down"
"GZMB"	-1.66478748942918	6.05682005012531	-6.85704366644964	2.66933244381048e-11	2.43528537513717e-10	15.1434154510625	1.66478748942918	"Down"
"SRMS"	1.13413195560254	4.02037293233083	6.85623117748001	2.68294809071016e-11	2.4454268228218e-10	15.1384706650578	1.13413195560254	"UP"
"NAT8"	1.00505033826639	1.50355588972431	6.85550307563297	2.69520753952569e-11	2.45496380037947e-10	15.1340398490264	1.00505033826639	"UP"
"JAKMIP1"	-1.21357358350951	2.9268380952381	-6.85514309665111	2.70128901775954e-11	2.45919371675331e-10	15.1318493575106	1.21357358350951	"Down"
"IKZF1"	-1.11548744186046	6.60870350877193	-6.85377002801772	2.72460964744426e-11	2.47778695529939e-10	15.1234949930072	1.11548744186046	"Down"
"KCNH4"	1.35349270613108	3.04834260651629	6.8534097178951	2.73076195951234e-11	2.48203261443844e-10	15.1213029232831	1.35349270613108	"UP"
"TLR10"	-1.12279688160677	2.87011629072682	-6.85223174369713	2.75097133092053e-11	2.49739845911828e-10	15.1141369486224	1.12279688160677	"Down"
"HLA-DPB1"	-1.19104533826639	10.5820807017544	-6.84831093022837	2.81930117469369e-11	2.55169131715927e-10	15.0902924436877	1.19104533826639	"Down"
"IL17D"	-1.06849074524313	4.16083959899749	-6.84180142065972	2.93644537505245e-11	2.6451203046681e-10	15.0507284938531	1.06849074524313	"Down"
"TNFSF12-TNFSF13"	-1.9637058192389	6.12471228070175	-6.84148538068651	2.94225289843548e-11	2.64895674108617e-10	15.048808399346	1.9637058192389	"Down"
"CFP"	-1.05837221987315	4.50740676691729	-6.83708162391402	3.02435966278455e-11	2.71834758341879e-10	15.0220607430663	1.05837221987315	"Down"
"CCL4"	-1.33373763213531	5.99530726817043	-6.83293936044372	3.10364326815405e-11	2.78254306839849e-10	14.9969137536908	1.33373763213531	"Down"
"FUT7"	-1.06049955602537	3.20722631578947	-6.83249357138536	3.11229647602504e-11	2.78883936714952e-10	14.9942081595677	1.06049955602537	"Down"
"CCL5"	-1.36364622093024	8.78737493734336	-6.82891839068309	3.18255687051591e-11	2.84583470083874e-10	14.9725146225019	1.36364622093024	"Down"
"DES"	-2.81506013213531	8.71927744360902	-6.82567648080672	3.24761332506695e-11	2.89633867725223e-10	14.9528510602713	2.81506013213531	"Down"
"TRPS1"	-1.29382263213531	6.7645343358396	-6.82559843167557	3.2491955580773e-11	2.89633867725223e-10	14.9523777499703	1.29382263213531	"Down"
"EIF5A2"	-1.09136598837209	6.44992706766917	-6.82542050253624	3.25280541689384e-11	2.89804632611385e-10	14.9512987572075	1.09136598837209	"Down"
"ZYG11A"	-1.29914651162791	3.32556616541353	-6.82525211370722	3.25622534847168e-11	2.89958307188738e-10	14.9502776389743	1.29914651162791	"Down"
"TREM2"	-1.19955019027484	6.59173684210526	-6.8238472075864	3.28489661843902e-11	2.92207184373468e-10	14.9417589937144	1.19955019027484	"Down"
"LRRC2"	-1.00461520084567	2.33671804511278	-6.81994218904976	3.36589906138135e-11	2.98791226486712e-10	14.9180881968993	1.00461520084567	"Down"
"NFATC2"	-1.16155054968288	3.81858070175439	-6.81131806756191	3.5518055691762e-11	3.14152978626309e-10	14.8658498474356	1.16155054968288	"Down"
"ASRGL1"	-1.07458007399577	6.12647318295739	-6.80976374217018	3.58636793698786e-11	3.1703808751986e-10	14.8564404855444	1.07458007399577	"Down"
"F3"	-1.27384625792813	9.12840250626566	-6.80869170023001	3.61039840793471e-11	3.18840863015648e-10	14.8499516941825	1.27384625792813	"Down"
"TPM2"	-1.13689738372093	11.2989822055138	-6.808168460029	3.62218451845075e-11	3.19551770874773e-10	14.8467849504433	1.13689738372093	"Down"
"ZNF608"	1.15034084038055	6.64302380952381	6.80716059164305	3.64499359781262e-11	3.21398249918467e-10	14.8406856920413	1.15034084038055	"UP"
