"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"AADAT"	0.646271474630015	7.0976626566416	4.90513137437128	1.35952362114011e-06	5.08328110671535e-06	4.68113830730425
"KLB"	0.51157050739958	3.3347649122807	4.90372479014695	1.3687433829779e-06	5.1166355570848e-06	4.67468083616095
"GZMA"	-1.02775214059197	5.7365365914787	-4.90355884835961	1.36983505645128e-06	5.11959765690531e-06	4.67391912411055
"STRADA"	0.234441231501055	9.35860977443609	4.90283428151397	1.37461158535872e-06	5.13632716888299e-06	4.67059345840388
"ACADSB"	0.514723488372089	8.49214837092732	4.90261139998115	1.37608410770462e-06	5.14070643074802e-06	4.66957054927597
"FXN"	-0.323471379492599	7.55186441102757	-4.90251886259643	1.37669592620785e-06	5.14186910779727e-06	4.66914586340215
"NTNG1"	-1.00004439217759	2.92291002506266	-4.9018005276443	1.38145419524658e-06	5.15851461774458e-06	4.66584941881977
"INTS10"	0.278435782241008	9.76568145363409	4.90043258991801	1.39055938706881e-06	5.19138124731537e-06	4.6595731253767
"C8orf79"	1.03080809725159	3.61572506265664	4.90019860568378	1.39212261062457e-06	5.19608321565437e-06	4.65849972774116
"DCAKD"	0.317826918604652	9.69852380952381	4.89980336177244	1.39476704626419e-06	5.20481786505133e-06	4.6566866579317
"SIPA1L2"	0.571639286469333	8.91331629072682	4.89922006621806	1.39867852810124e-06	5.21827587823331e-06	4.65401119100161
"PLCB2"	-0.743334656448204	7.32478270676692	-4.89890175214344	1.40081755219731e-06	5.2251166698402e-06	4.65255126325771
"IMPDH1"	-0.475509492600423	10.4238012531328	-4.89808777896025	1.40630170360033e-06	5.24442924390393e-06	4.6488184079792
"STX11"	-0.613835644820298	6.32847443609023	-4.89745675995948	1.41056745401555e-06	5.25919068622276e-06	4.64592495293285
"BCDIN3D"	0.262530940803385	7.2457320802005	4.89719970639669	1.41230873909447e-06	5.26453547416647e-06	4.64474636213548
"TOR2A"	-0.279764207188165	8.53095112781955	-4.89712594699598	1.41280876945642e-06	5.2652520283925e-06	4.64440818534221
"CYP4X1"	1.03482491014799	5.48399649122807	4.89682769596518	1.41483241841336e-06	5.27060604451887e-06	4.64304079105633
"ALOX12P2"	1.13324630549683	4.85278195488722	4.89682339443891	1.4148616249521e-06	5.27060604451887e-06	4.64302107034845
"KLF11"	-0.423388921775905	8.73107067669173	-4.89668239924058	1.41581927753833e-06	5.27302516036811e-06	4.64237467453504
"KIF1B"	-0.330128546511634	9.92074210526316	-4.8962103589287	1.41902997521218e-06	5.28383255463202e-06	4.64021071460848
"CYP2C9"	1.18400697145877	1.87799473684211	4.89586344647604	1.42139406419093e-06	5.29148353907508e-06	4.63862049232642
"MBNL2"	0.30173623150106	10.1078110275689	4.89575553343949	1.42213022925803e-06	5.2930721718207e-06	4.63812584691496
"ALG12"	0.205765253699782	9.35868746867168	4.89378877659289	1.43561177194001e-06	5.34208722445199e-06	4.62911243542461
"FANCF"	0.357439466173364	8.41233709273183	4.89290361625925	1.44171945971858e-06	5.36364790733929e-06	4.62505689863488
"CD163L1"	-0.816608853065538	5.5759619047619	-4.89262546793116	1.44364388196903e-06	5.36963954010922e-06	4.62378264140319
"EIF2C3"	-0.301104619450312	6.83054260651629	-4.89246163858353	1.44477852648522e-06	5.37269162479481e-06	4.62303213401495
"FZD8"	-0.614753107822412	5.84183634085213	-4.89237847223379	1.44535484688222e-06	5.37366659655885e-06	4.62265115487641
"SYS1"	-0.265211300211417	9.69560426065163	-4.89185168430778	1.44901050243545e-06	5.38499375956706e-06	4.6202381101294
"PXMP2"	-0.399789920718818	7.86435012531328	-4.89184871744462	1.44903111629178e-06	5.38499375956706e-06	4.62022452054299
"RBM25"	0.256970354122622	10.8846588972431	4.8906751976956	1.45720700298633e-06	5.41420134515294e-06	4.61484983769815
"TNNI2"	1.44399341437631	6.75679147869674	4.88930357558046	1.46681950046017e-06	5.4487327632729e-06	4.60856930089097
"CYP8B1"	-0.957853472515855	2.42384035087719	-4.88793420789371	1.47647723029676e-06	5.48341717356849e-06	4.60230064448648
"RASA3"	-0.670344064482038	7.97320802005013	-4.88725181596034	1.48131281286021e-06	5.50018167501341e-06	4.59917738918679
"L3MBTL3"	0.383666749471465	7.82846691729323	4.88680335724842	1.48449901093281e-06	5.51081598980396e-06	4.59712503869685
"ARHGEF17"	-0.419347906976745	9.24512305764411	-4.88610291835962	1.48948870765903e-06	5.52813925650149e-06	4.59391984662378
"ZNF444"	0.321749323467223	9.43197117794486	4.88559224109802	1.49313680282127e-06	5.54047682192204e-06	4.59158325606136
"C1orf54"	-0.573886834038053	6.33779598997494	-4.88548169644178	1.49392762871967e-06	5.5422090689392e-06	4.59107749035937
"MAK"	-0.553396395348834	2.74427368421053	-4.88410836294633	1.50378609187288e-06	5.57757261222408e-06	4.58479503862396
"STARD7"	-0.225911633192386	11.5078636591479	-4.88296722953841	1.51202543782186e-06	5.60691678720589e-06	4.57957600061087
"SLC44A5"	0.999161765327701	7.28445639097744	4.8823003649819	1.51686056219653e-06	5.62362738988596e-06	4.57652655849865
"NR4A1"	-0.802751723044395	10.3741258145363	-4.88069996294179	1.52852528132706e-06	5.6656453872981e-06	4.56920973731755
"SGCA"	-1.11333093551797	4.0150969924812	-4.87906585004426	1.54052500246199e-06	5.70888663174064e-06	4.56174098941335
"ANKRD54"	0.250438979915437	9.00921904761905	4.87823997921341	1.54662411915639e-06	5.73024738624413e-06	4.55796717282466
"MOV10L1"	-0.732655528541228	2.50345563909774	-4.87805455064472	1.54799672240298e-06	5.73409093404622e-06	4.55711993489781
"BTBD19"	-0.596227595137422	3.45766992481203	-4.87692636399808	1.55637329803091e-06	5.76387132195643e-06	4.55196577559476
"POLR1E"	-0.347656749471462	8.73624686716792	-4.87629660248864	1.56106816413021e-06	5.78000692978601e-06	4.54908914840879
"SMPX"	-0.78222170718816	1.58302756892231	-4.87560101459922	1.56626964799541e-06	5.79801094970992e-06	4.54591222214256
"INSIG2"	0.282541331923895	8.91647819548872	4.87445397240431	1.57488357432443e-06	5.82766617348686e-06	4.54067426755377
"EPRS"	-0.274801527484152	11.2758197994987	-4.87444355116107	1.57496204372909e-06	5.82766617348686e-06	4.54062668408079
"SPTBN2"	-0.622142811839311	9.70907468671679	-4.8739289435732	1.57884160883214e-06	5.84021576606659e-06	4.53827709430675
"TREML1"	-0.494747426004228	1.30689097744361	-4.87390312778923	1.57903647363837e-06	5.84021576606659e-06	4.53815923067464
"TRIM31"	1.47952469344609	6.49629799498747	4.87305571247846	1.58544590210225e-06	5.86265404266345e-06	4.53429060866883
"ALMS1P"	0.567116316067654	1.61400852130326	4.87291938549583	1.58647935291133e-06	5.86520765310161e-06	4.53366830418287
"F13A1"	-0.96480302325581	7.64585012531328	-4.87214827375611	1.59233714919259e-06	5.88559189154893e-06	4.53014862926514
"CCR3"	-0.632390977801268	2.44983383458647	-4.87138678442949	1.59814232540525e-06	5.90577287068097e-06	4.52667335994926
"STAP2"	0.498256083509514	10.3917967418546	4.87047489042349	1.60512097526023e-06	5.93028064855325e-06	4.52251231090969
"RPL24"	0.325521257928122	13.3841010025063	4.86980778480672	1.61024489289724e-06	5.94792682744553e-06	4.51946868958987
"HIATL1"	-0.297058752642705	10.5960671679198	-4.86812468421984	1.62324271890617e-06	5.99464377150453e-06	4.51179130826178
"C7orf47"	0.353952124735736	8.6975619047619	4.86802178319348	1.6240406520594e-06	5.99629600563958e-06	4.51132200662232
"B3GNT3"	0.925627864693453	9.87430676691729	4.86678749111551	1.63364135872615e-06	6.03044218436978e-06	4.5056934455925
"YIF1A"	-0.267673313953489	10.5589959899749	-4.86563003530662	1.64269414382833e-06	6.0625514615593e-06	4.50041642039382
"C1orf61"	-0.788540702959831	1.9249373433584	-4.86456084162168	1.6510995959523e-06	6.09225834520276e-06	4.49554278589708
"ABCF1"	-0.22616984672305	11.1342844611529	-4.86432834917816	1.65293281685583e-06	6.09770730324258e-06	4.49448315685514
"GPI"	0.318069355179702	13.014507518797	4.86414381954917	1.6543892449335e-06	6.10176421384917e-06	4.49364215955969
"HAUS7"	-0.3370450422833	8.69670701754386	-4.86405914013174	1.65505800442882e-06	6.10291490057328e-06	4.49325624098066
"ZNF345"	0.46340934989429	6.21333458646617	4.86397923339028	1.65568931066965e-06	6.10392701472305e-06	4.49289207889658
"FARP2"	0.464145702959832	8.00052155388471	4.863629772147	1.65845297323711e-06	6.11279822456237e-06	4.49129952803443
"TTLL7"	-0.895779857293863	5.28131779448622	-4.86330892132361	1.660994292994e-06	6.12084626797832e-06	4.48983744885353
"MCAM"	-0.510230782241017	10.5656418546366	-4.86250677786329	1.66736417010058e-06	6.14299622953706e-06	4.48618255068044
"KIFC2"	0.572651131078221	10.2703421052632	4.86084151718508	1.6806634542967e-06	6.19066086330736e-06	4.47859664104688
"TP63"	1.14369377378435	10.4961909774436	4.86023652084351	1.6855204375389e-06	6.20721476954583e-06	4.47584121869449
"PLSCR1"	-0.391554804439751	10.3240701754386	-4.85956269929983	1.69094589692188e-06	6.22585460885616e-06	4.47277269410556
"GPBAR1"	-0.631862896405922	4.13141854636592	-4.85895807370941	1.69582854397136e-06	6.24248828774997e-06	4.4700196033178
"SAV1"	-0.289024957716714	8.81924260651629	-4.85847841216741	1.69971171735483e-06	6.25543645375899e-06	4.46783573777648
"SPIN3"	0.374563720930235	7.75684786967419	4.85654739273829	1.71543153579689e-06	6.31193199641679e-06	4.45904587714526
"SMC5"	-0.284680359408025	9.495564160401	-4.8561724782755	1.71849981132563e-06	6.32186188656693e-06	4.45733965325231
"ZNF385D"	-0.806144608879491	2.41834010025063	-4.85540461268148	1.72480050669564e-06	6.34367608418312e-06	4.45384548617775
"VSNL1"	-1.22537813424947	4.98115363408521	-4.85482823615911	1.7295445800446e-06	6.35975700478137e-06	4.45122301110715
"HDAC7"	0.270609487315015	11.1640471177945	4.85464327490124	1.73106963583124e-06	6.36399681722098e-06	4.4503815081939
"UHRF2"	-0.318851479915431	9.43236315789474	-4.85400079133167	1.7363771725685e-06	6.38213749762715e-06	4.44745867508528
"TMEM159"	0.371854994714587	10.0988759398496	4.85361491341868	1.73957243947623e-06	6.39250830283147e-06	4.44570337623499
"ATXN2L"	0.21116253171248	11.6524887218045	4.85353467613903	1.74023755721232e-06	6.39357896341793e-06	4.44533840483936
"GPA33"	-0.701274075052855	2.14637994987469	-4.85309028050954	1.74392576789362e-06	6.40575352922231e-06	4.44331710114254
"CFI"	-0.799262954545454	7.5415634085213	-4.85193953310284	1.75351133966394e-06	6.43958028688091e-06	4.43808376753718
"NUP93"	-0.234869186046515	10.2535937343358	-4.85188183066507	1.75399332891579e-06	6.43996777944484e-06	4.43782137918242
"C5orf55"	-0.436712489429177	6.37862857142857	-4.85153214317483	1.75691700833799e-06	6.44931809970592e-06	4.43623131629596
"RPL13AP20"	0.411665475687106	5.53057493734336	4.85089386483471	1.76226567354136e-06	6.46756417326721e-06	4.4333292652653
"KIAA1107"	0.424163763213532	6.43064310776942	4.85050293859925	1.76554932174312e-06	6.47822537489014e-06	4.43155201394972
"PRICKLE2"	-0.572678255813956	7.76295764411028	-4.85011809734267	1.76878762234442e-06	6.48869570212671e-06	4.42980255075333
"ZNF862"	0.458245280126848	8.42012681704261	4.85005344553814	1.76933220577596e-06	6.48869570212671e-06	4.42950865996961
"SULT1A2"	0.911647769556026	4.51654887218045	4.85002868310568	1.7695408307273e-06	6.48869570212671e-06	4.4293960971237
"ARID3A"	-0.844176231501053	6.84271654135338	-4.84913963666102	1.77704683799091e-06	6.51482280554492e-06	4.42535508758642
"CFTR"	-0.979869376321354	1.89583784461153	-4.84844507822077	1.782932187818e-06	6.53499850113878e-06	4.4221985479852
"EIF4G1"	-0.230622040169127	13.3232047619048	-4.84746214431749	1.79129323013364e-06	6.56423778806043e-06	4.41773212305082
"PTP4A3"	-0.500619101479913	8.65772781954887	-4.84728934615502	1.79276699088045e-06	6.56823134418528e-06	4.41694701602217
"ZNF582"	0.692235993657506	4.37641228070175	4.84444306524043	1.81721129046601e-06	6.65636324083759e-06	4.40401853916102
"GNAL"	-0.857321564482029	4.48787167919799	-4.84394240892435	1.8215441187177e-06	6.67075677661991e-06	4.40174513808951
"KCTD7"	-0.391441564482029	7.52089072681704	-4.84389894827611	1.82192070971403e-06	6.67075677661991e-06	4.40154780001156
"UBD"	-1.40533017441861	7.89729298245614	-4.84364034968317	1.82416304635387e-06	6.67678873402987e-06	4.40037363584343
"ZNF488"	-1.13257332980973	6.59945238095238	-4.84361894150558	1.82434879824948e-06	6.67678873402987e-06	4.40027643473599
"ZNF518A"	0.415469460887953	9.02087894736842	4.84310934434597	1.82877579885725e-06	6.69155910486675e-06	4.3979627863126
"MEF2D"	-0.23355567124737	10.0909576441103	-4.8420412905893	1.83808789297996e-06	6.72419407555927e-06	4.39311436179865
"ARFIP1"	0.257086331923881	9.70534436090226	4.84042747359101	1.85224516855185e-06	6.77453620980284e-06	4.38579025008014
"KIAA0415"	-0.248254445031714	9.89851754385965	-4.83970171357598	1.85864615494955e-06	6.79601462989158e-06	4.38249718382239
"PID1"	-0.767150052854124	5.1887298245614	-4.83967159853599	1.85891222104891e-06	6.79601462989158e-06	4.38236054920513
"FKBP6"	0.524225988372093	1.12379573934837	4.83572695808792	1.89408242954928e-06	6.92311411108333e-06	4.364469894768
"IFNGR2"	0.261725010570826	11.2841669172932	4.83526502178567	1.8982427600066e-06	6.93683842184853e-06	4.3623756613038
"C14orf182"	-0.527794772727273	3.01933383458647	-4.83329603771606	1.91607503994615e-06	7.0005082514564e-06	4.35345107330894
"ELOVL4"	-0.930421823467228	5.20633909774436	-4.83283701989795	1.92025533599126e-06	7.0142831043063e-06	4.35137100030277
"ALS2CL"	0.687785650105701	10.0863764411028	4.8319737031072	1.92814143900817e-06	7.04158570787229e-06	4.34745929244047
"CHRNB4"	0.781006337209301	2.67037117794486	4.83183027250352	1.92945465011897e-06	7.04487753360409e-06	4.34680946530803
"ZNF248"	0.348192943974628	7.98489448621554	4.83058226962491	1.94091747953033e-06	7.08521860965555e-06	4.34115598327349
"FAM66D"	0.853512674418603	2.69987944862155	4.82811468032491	1.96377572364643e-06	7.16713196686492e-06	4.32998156744478
"C4orf23"	0.240354820295989	7.93200952380952	4.82770768570358	1.9675707259651e-06	7.17945069077625e-06	4.32813899020534
"ATP6V0A4"	-1.19393542811839	3.30090877192982	-4.82756147559033	1.96893578109065e-06	7.18289943939786e-06	4.32747709029046
"ABCC6"	-0.685803446088795	2.94872731829574	-4.82749326034517	1.96957296848941e-06	7.18369194008098e-06	4.32716828283173
"STYK1"	0.557073271670188	7.57923809523809	4.82741415349982	1.97031214152541e-06	7.18485599934635e-06	4.32681017442873
"PRKDC"	-0.390963261099367	12.0510238095238	-4.82693136933831	1.97482906964803e-06	7.19979242655568e-06	4.32462477417513
"ESRP2"	0.435837341437633	10.8674223057644	4.82683400555983	1.97574121413725e-06	7.20158304049261e-06	4.32418406489837
"EPS8L2"	0.488653144820299	11.3725323308271	4.82600124437136	1.98355948243366e-06	7.22854037207289e-06	4.32041496155085
"RAB27A"	-0.420983033826636	8.16069824561404	-4.82544252698902	1.98882163876568e-06	7.24617315287023e-06	4.31788651319192
"CENPF"	-0.549490269556019	10.5983350877193	-4.82448395373799	1.99788112178088e-06	7.27763084948546e-06	4.31354914288602
"ZNF808"	0.29718886892177	7.42526065162907	4.8232239725492	2.00984975492147e-06	7.31966998247534e-06	4.30784912171688
"STON2"	0.660842230443977	8.66896040100251	4.82261644020447	2.01564541366076e-06	7.33921465433822e-06	4.30510118293733
"SAA1"	-1.56448959830867	5.39774586466165	-4.82194885452042	2.02203254293902e-06	7.36090416674077e-06	4.30208197094127
"APLP1"	-0.948253229386893	5.10009799498747	-4.82173753910326	2.02405836712289e-06	7.3667111548945e-06	4.30112635677011
"HFM1"	-0.565207135306554	1.25437819548872	-4.82100089293322	2.03113570852287e-06	7.39089713465056e-06	4.29779537414371
"CSGALNACT1"	-0.491149571881596	7.33423634085213	-4.82015440679628	2.03929780169611e-06	7.41901918243589e-06	4.29396827363418
"PELO"	-0.26823996828753	8.93596817042607	-4.81814773137825	2.05877335059806e-06	7.48827916974919e-06	4.28489815789973
"C14orf179"	0.280036321353062	8.39884335839599	4.81792394434364	2.06095637024187e-06	7.49462578005049e-06	4.28388685507018
"LY6G6C"	-1.12439947145877	3.8259343358396	-4.8173526437158	2.06653947493996e-06	7.51333140453197e-06	4.28130531346728
"ECT2L"	0.392056146934464	2.59454486215539	4.81704051483976	2.06959594889231e-06	7.52284494299871e-06	4.27989500875675
"DUOXA2"	1.22026239429176	6.31759874686717	4.81692066276938	2.07077073950357e-06	7.52526457781217e-06	4.27935349782555
"EDARADD"	0.64668739957717	9.10061679197995	4.81688285657988	2.07114144933589e-06	7.52526457781217e-06	4.27918268586695
"ZNF774"	0.429252278012683	4.57215238095238	4.81666988315522	2.07323096294948e-06	7.5312569233837e-06	4.27822047396592
"FAM171A2"	-0.860819085623675	5.88459799498747	-4.81637035049642	2.07617316147928e-06	7.54034354570372e-06	4.27686725230971
"UBE2V2"	-0.284192140591959	9.96143233082707	-4.81573220144789	2.0824548931755e-06	7.56155240981959e-06	4.27398448705661
"RMND5B"	0.251842357293869	9.17555639097744	4.81450692368516	2.09456753383585e-06	7.60392025335229e-06	4.26845038760789
"LIMCH1"	0.77351946088795	9.49678421052632	4.81347385315658	2.1048328341932e-06	7.63956513085272e-06	4.26378538629715
"MTX3"	0.290957917547559	8.56774360902256	4.81282747339651	2.11128035710594e-06	7.6600887048461e-06	4.26086700423684
"IL18RAP"	-0.719012484143763	3.39272230576441	-4.81281719481784	2.11138303772649e-06	7.6600887048461e-06	4.26082059962912
"CD200R1"	-0.647521316067651	3.24913308270677	-4.81232808400851	2.11627471042828e-06	7.67620763286391e-06	4.2586125173335
"PCNA"	-0.363868546511638	11.7015912280702	-4.81064634830248	2.13317751121249e-06	7.73587757193149e-06	4.25102187402781
"TSGA10"	0.52601774841438	5.45191278195489	4.81047489059288	2.13490809198363e-06	7.7405124674591e-06	4.25024811908572
"OIP5"	-0.540803699788577	6.76466591478697	-4.81041674633918	2.13549526888867e-06	7.74100065047883e-06	4.24998573106899
"ATAD3C"	0.674037552854124	6.66724761904762	4.8102176262721	2.13750728710185e-06	7.74665246889073e-06	4.24908718180423
"RNF39"	0.773759133192396	6.37766666666667	4.80975491275691	2.14218985770048e-06	7.76197833209583e-06	4.24699926848937
"DGKI"	-0.54637399577167	2.13624110275689	-4.80935752148414	2.14621927167989e-06	7.77493156741976e-06	4.24520625295325
"NCRNA00188"	0.434261733615216	12.3675443609023	4.80906961063044	2.14914315420333e-06	7.78387524789373e-06	4.24390729159293
"GLYR1"	0.227617790697678	10.6526380952381	4.80847555814087	2.15518820210961e-06	7.8041171433715e-06	4.2412273361182
"GNPDA2"	0.272469297040171	7.89704185463659	4.80747584407014	2.16539826124032e-06	7.83942913370938e-06	4.23671798018798
"CEP110"	-0.352080993657513	8.72910125313283	-4.80668113605206	2.17354784654745e-06	7.86726818938653e-06	4.23313392919268
"C11orf52"	0.615911379492601	7.13304686716792	4.80612854424103	2.17923199239504e-06	7.88617356926373e-06	4.23064210805609
"MRPL39"	0.251246670190273	8.6830045112782	4.80594122984383	2.18116202122192e-06	7.89148848033464e-06	4.2297975027032
"MATN2"	-0.93295509513742	8.76284135338346	-4.805433420904	2.18640261717378e-06	7.90877630986989e-06	4.22750792672137
"TMEM87B"	0.272665306553911	10.1250819548872	4.80509300034119	2.18992255570934e-06	7.91983408836449e-06	4.22597318114024
"DMBX1"	-1.24253826638478	4.79590651629073	-4.80503770595359	2.19049481347936e-06	7.92022918608707e-06	4.22572390211171
"POLR2D"	-0.227170676532772	9.27650551378446	-4.80417576318096	2.19943396925896e-06	7.9508701348571e-06	4.22183840822563
"MRPL33"	-0.292304931289641	9.02212681704261	-4.80383387575268	2.20298939381737e-06	7.9620402642383e-06	4.22029740871221
"CNTD1"	0.424393165961947	5.30310350877193	4.8033142356339	2.20840395122928e-06	7.97992352972708e-06	4.21795540606538
"SLC16A2"	-0.665091051797041	7.01212456140351	-4.80326252176874	2.2089435017579e-06	7.98018744267594e-06	4.21772234554192
"IFI6"	-0.928107864693445	11.4120513784461	-4.80308211794824	2.21082671875143e-06	7.98530444488215e-06	4.21690933138277
"CWF19L2"	-0.32165183932347	7.98948295739348	-4.80207630747879	2.22135467071929e-06	8.02163668932323e-06	4.21237700899586
"KIAA0947"	-0.302835110993659	9.84107819548872	-4.8017599753268	2.22467573851944e-06	8.03193397701846e-06	4.21095174680914
"MLF1"	-0.528763705074001	8.51891829573935	-4.80119996066149	2.23056688876077e-06	8.05150394579905e-06	4.20842875668632
"ZBTB22"	0.223136384778012	9.20608721804511	4.80095361632451	2.23316310083408e-06	8.05917468414933e-06	4.20731900383393
"PRKRIP1"	0.240702896405915	9.63676215538847	4.80008049422059	2.24238837234093e-06	8.09076049298965e-06	4.20338609757221
"ZNRF3"	-0.396405174418602	8.23374285714286	-4.79860117110341	2.25810257013116e-06	8.14574073485102e-06	4.19672406248082
"USMG5"	0.304210930232564	10.0466629072682	4.79772281431276	2.26748313030035e-06	8.17785503413828e-06	4.19276930500354
"ELMOD2"	0.230824371035944	7.37232807017544	4.79740947178702	2.27083860518126e-06	8.18823043428132e-06	4.19135865194854
"TYMP"	-0.866395454545447	10.7779220551378	-4.7958544203519	2.28756203917034e-06	8.24679372856647e-06	4.18435909854896
"RAB3A"	0.433415190274838	5.9387305764411	4.79570455735867	2.28917996172851e-06	8.25088757381542e-06	4.18368464623657
"ORMDL1"	0.244085153276956	9.48933157894737	4.79562123278902	2.29008001173101e-06	8.25239281244378e-06	4.18330965551373
"GALNTL4"	-0.526146828752645	7.67748395989975	-4.79549570254982	2.29143660021039e-06	8.25443863436709e-06	4.1827447349551
"STK31"	0.793278054968288	4.46847468671679	4.79547940057586	2.29161283027062e-06	8.25443863436709e-06	4.18267137256021
"PANX1"	-0.372591094080336	8.79078596491228	-4.79514243571064	2.29525846564418e-06	8.2658297501704e-06	4.18115500780564
"NMUR1"	-0.627687817124736	2.49812807017544	-4.7949719787524	2.29710477411612e-06	8.27073758493589e-06	4.18038797606609
"RPL37A"	0.365460375264268	13.7796927318296	4.79384597255079	2.3093371430953e-06	8.31303054919786e-06	4.17532172041882
"ALPPL2"	-0.941496897463002	1.67638571428571	-4.7928819709464	2.31985943328149e-06	8.34915116046984e-06	4.17098521619874
"GABBR2"	-1.57362958245243	5.38770776942356	-4.79199371754348	2.32959580617052e-06	8.38242866225346e-06	4.16699014829113
"SHISA3"	-0.721318446088795	1.72570676691729	-4.79160740047768	2.33384260391049e-06	8.39594355047169e-06	4.16525282858508
"COQ9"	0.236158197674412	10.1420749373434	4.79123836029099	2.33790644359242e-06	8.4079059329345e-06	4.16359332181826
"ISL1"	-0.794491686046512	1.60431528822055	-4.79121618484358	2.33815085484446e-06	8.4079059329345e-06	4.16349360647998
"C18orf54"	-0.380810137420723	7.10456842105263	-4.78953693365798	2.35673077451513e-06	8.47293750081037e-06	4.15594378719516
"ZFYVE28"	0.611344075052855	6.53017368421053	4.78931228655705	2.35922712615144e-06	8.48013011555925e-06	4.15493396517187
"LACTB2"	-0.386976765327708	8.29530501253133	-4.78897492356031	2.36298080093055e-06	8.49183814720966e-06	4.15341754773535
"GPR18"	-0.60095385306554	2.87041378446115	-4.7886337679358	2.36678252701729e-06	8.5037139061453e-06	4.15188417952116
"OPN1SW"	-0.435253054968289	1.44985213032581	-4.78802293358221	2.37360419412686e-06	8.52643287373669e-06	4.14913894834177
"PPP1R3E"	0.444531543340383	6.09924837092732	4.78729342985728	2.38177596366295e-06	8.55399110527367e-06	4.14586079822674
"NPIPL3"	0.564418234672308	9.83827468671679	4.7872261867276	2.38253057231299e-06	8.55490511544626e-06	4.14555865208596
"PHKB"	0.243053900634255	10.0498170426065	4.78596452344358	2.39673186351816e-06	8.6040913446677e-06	4.13989027284346
"SOST"	-0.844783657505286	1.29692205513784	-4.78585709188312	2.397944875449e-06	8.60663974809705e-06	4.13940766765489
"GADD45G"	-0.635752431289641	6.39867192982456	-4.78579002365547	2.39870244409339e-06	8.60755276036533e-06	4.13910638794857
"LEPREL1"	-0.819588419661725	7.78484711779449	-4.78515787413298	2.40585422482518e-06	8.63140569837658e-06	4.13626687011556
"EPB41L4B"	-0.719848683932351	8.16513233082707	-4.78473679673903	2.41062945254027e-06	8.64672413821636e-06	4.13437564104352
"CABLES1"	-0.65113811310782	7.48023859649123	-4.78395976250221	2.41946539699906e-06	8.6765985494897e-06	4.13088605491625
"ZNF626"	1.23990254756871	7.12001679197995	4.78375868015698	2.42175705714799e-06	8.68299648282823e-06	4.12998309565532
"ARMC10"	0.197152621564483	9.41293107769424	4.78347389260356	2.42500625337889e-06	8.69282417650866e-06	4.12870431643566
"MIER3"	0.31841359936575	8.57109072681704	4.78298700277689	2.43057100595575e-06	8.71094649651772e-06	4.12651819614168
"RBBP8"	-0.474646035940809	9.06777318295739	-4.78293748339918	2.43113766083106e-06	8.71115224679012e-06	4.12629586677154
"NCRNA00204B"	0.488845993657505	2.37632606516291	4.78185248849614	2.44358535774846e-06	8.75392065542307e-06	4.12142503126452
"C20orf107"	0.462655803382662	1.97450426065163	4.78176709186048	2.44456768072239e-06	8.75560610268785e-06	4.12104170447225
"FAM200B"	0.294432278012684	8.61666817042607	4.78128191256716	2.4501559555988e-06	8.77378433671198e-06	4.11886395666999
"SIGLEC16"	-0.556190317124735	2.42304611528822	-4.78055087265672	2.45859929569029e-06	8.80217654920011e-06	4.11558302491595
"UBE2Q2P1"	0.607705105708248	3.51318922305764	4.78048350932793	2.45937873560737e-06	8.80312463931779e-06	4.11528071851995
"NPTX1"	-0.879242653276954	3.41425288220551	-4.78028106402788	2.46172259984144e-06	8.80967087717316e-06	4.11437222763556
"CCL20"	-1.250871294926	5.20884360902256	-4.77829179942762	2.48486861734605e-06	8.89064266227182e-06	4.10544705337515
"XRCC2"	-0.512325507399582	6.14340601503759	-4.77726093822332	2.49694551121913e-06	8.93198450751032e-06	4.10082322138746
"ITM2B"	0.376021020084568	13.3924350877193	4.77701410574493	2.49984561965356e-06	8.93892232633916e-06	4.09971620920912
"DIP2A"	0.303881226215632	9.53867443609023	4.77700691904546	2.49993010693362e-06	8.93892232633916e-06	4.09968397854248
"RNF126"	0.286387610993668	9.92154210526316	4.77492325902519	2.52454212611191e-06	9.02504025272108e-06	4.09034107322128
"PLXNA2"	0.478289915433406	9.8971634085213	4.77480427893904	2.52595453248494e-06	9.02820272308555e-06	4.08980768907802
"ZFHX4"	-1.15430537526427	5.62139423558897	-4.77415769153902	2.53364345860179e-06	9.05241929979602e-06	4.08690926435223
"BATF"	0.64998238900635	8.48828145363409	4.77414552484314	2.53378835539713e-06	9.05241929979602e-06	4.08685472867178
"NAPSB"	-0.885626236786467	5.51944561403509	-4.77369932941448	2.53910774805499e-06	9.06952957574206e-06	4.08485479949362
"FOXC2"	-0.747051548625791	2.30514360902256	-4.77343889787217	2.54221749678784e-06	9.07874164928034e-06	4.08368757489215
"RPL27A"	0.379556379492611	13.83374160401	4.77329981405888	2.54387976505453e-06	9.08278172845395e-06	4.083064240285
"TMOD2"	-0.492673726215644	7.66011403508772	-4.77290766079191	2.5485722482798e-06	9.09763707827092e-06	4.08130680660402
"CAP2"	-0.661904920718816	6.75699398496241	-4.76951566497845	2.58951019947503e-06	9.24184466351341e-06	4.06611095932518
"PENK"	-0.640718477801268	1.16207343358396	-4.76887831963096	2.59727269070266e-06	9.26761507032951e-06	4.06325678224247
"PTTG1"	-0.473963107822408	9.53699348370927	-4.76840293541664	2.60307718195102e-06	9.28623743689413e-06	4.06112812528298
