ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,207,-0.570149599,-1.881301256,1.00E-10,7.75E-09,5.74E-09,2921,"tags=43%, list=20%, signal=35%",3135/5950/79915/335/972/3805/3108/29802/202309/10721/1604/3718/2956/7186/1235/9156/8482/9865/10865/8809/814/5585/23529/2865/51704/7805/89886/8140/54210/284/3111/3127/30009/3554/2867/3123/3120/7293/117854/3113/729230/54/50943/91543/3119/3122/25939/10666/7133/2048/7043/51284/7124/7042/64127/3115/940/10859/6504/3109/64581/3598/54440/942/114548/51744/9466/115352/558/3112/5788/7292/26191/5027/2213/10417/8013/3118/695/933/3162/3117/3586/1378/3553/5650/7291/25818/11006/3569
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION,GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION,297,-0.56136599,-1.881044427,1.00E-10,7.75E-09,5.74E-09,2973,"tags=43%, list=20%, signal=35%",4208/22914/3135/79915/920/972/100/596/8660/25/3108/6541/3601/3822/912/1604/3718/5618/5105/7480/3549/7409/23529/5588/8744/3572/4067/9308/55423/51176/11151/7535/23308/2534/3932/64926/3111/3127/30009/3123/3120/3458/7070/10673/7293/916/3956/140885/259307/3113/3552/939/729230/4254/50943/921/923/3119/8651/3122/10326/2048/1236/4773/3561/10125/64127/3115/940/10859/146850/6504/3109/2621/64581/10148/54440/864/942/114548/7412/3594/199/7305/6688/399/115352/1960/558/6352/3112/1880/5788/7292/9760/8876/26191/301/84868/970/30011/29851/3118/941/857/695/79679/3071/3117/6347/3586/29126/1378/2736/2214/3553/30835/3479/6363/10288/3575/952/3559/80380/11006/3569/6366/1803
GOBP_T_CELL_ACTIVATION,GOBP_T_CELL_ACTIVATION,485,-0.552297552,-1.87766684,1.00E-10,7.75E-09,5.74E-09,2921,"tags=42%, list=20%, signal=35%",3135/26022/257101/2175/920/972/652/197358/100/596/25/3108/6541/9047/3958/10077/9479/912/1604/22806/5294/3718/2841/135/1235/441478/8325/57580/5105/7480/3549/7409/57823/8654/8809/814/4602/3936/639/5588/911/8744/3572/4067/3570/9308/90273/55423/7805/89886/51176/11151/7535/246778/338339/23308/2534/56253/6935/2934/1021/3932/4478/64926/915/3111/3127/30009/387357/5293/6095/917/3620/914/84174/3123/79626/6556/50856/3120/2615/3458/7070/10673/7293/916/11314/3956/7454/9935/925/10875/140885/259307/6693/3113/8320/2529/3552/939/4818/729230/3702/4254/50943/860/4063/91543/921/923/3119/8651/3122/919/3683/10326/7133/84695/1236/3561/10125/4277/339390/64127/27240/3115/940/114836/79865/10859/146850/54900/6504/3109/64581/944/10148/54440/924/201633/864/942/114548/1511/7412/3594/199/10457/6688/399/1840/1960/54518/6352/3112/1880/3604/5788/7292/9760/5322/8876/26191/5027/2213/301/26253/84868/970/29851/3662/3118/2207/941/857/1493/8832/1958/79679/3071/3117/6347/1794/3902/26279/3586/57705/29126/1378/11326/2736/3383/3553/30835/3479/6363/10288/3575/56603/3559/80380/11006/3569/6366/1803
GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY,GOBP_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY,376,-0.554514141,-1.871893433,1.00E-10,7.75E-09,5.74E-09,2075,"tags=32%, list=14%, signal=28%",171389/5588/9258/58484/50852/89870/23547/4067/7805/259197/7535/338339/84106/23308/53347/2534/3932/2099/11027/9971/915/2219/387357/5293/409/5795/917/7096/2867/84174/3123/23228/974/7070/916/11314/2633/640/925/51296/23643/7128/3702/151888/50943/91543/3119/26228/919/10666/81793/4210/7462/1236/51284/7124/4773/3824/3937/79931/4277/2672/64127/3115/4068/54209/940/10859/54900/64581/945/4332/114548/89857/10333/7305/115352/1240/150372/5788/5142/931/26191/2213/26253/51435/330/84868/2358/146722/3662/8013/2207/857/3055/1493/695/933/118788/929/2209/79679/3071/719/81035/64005/973/728/1378/4057/2357/2214/930/51311/10288/1380/952/2359/11006
GOBP_ACTIVATION_OF_IMMUNE_RESPONSE,GOBP_ACTIVATION_OF_IMMUNE_RESPONSE,410,-0.551731889,-1.868688119,1.00E-10,7.75E-09,5.74E-09,2658,"tags=35%, list=18%, signal=30%",79908/3823/3958/3822/1604/3848/64135/5579/1379/79987/710/9865/7409/54941/727/284293/171389/9258/58484/5648/50852/89870/23547/4067/7805/3426/259197/7535/84106/23308/53347/2534/3932/2099/11027/9971/915/2219/387357/5293/409/5795/917/629/7096/2867/84174/3123/23228/974/7070/916/11314/2633/725/640/149628/925/717/5199/51296/23643/7128/3702/50943/91543/3119/26228/919/10666/81793/4210/7462/1236/51284/7124/4773/3824/3937/79931/4277/730/2672/64127/3115/4068/54209/940/54900/64581/4332/114548/89857/10333/7305/115352/720/1240/150372/5788/5142/81030/931/26191/2213/26253/51435/330/84868/2358/146722/3662/715/8013/2207/857/3055/1493/695/933/118788/929/79679/712/3071/714/719/713/81035/64005/973/728/1378/4057/11326/2357/3553/930/51311/1380/952/716/2359/11006
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION,GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION,294,-0.549811512,-1.843789782,1.00E-10,7.75E-09,5.74E-09,1965,"tags=36%, list=13%, signal=32%",8744/3572/4067/9308/55423/51176/11151/7535/23308/2534/3932/64926/3111/3127/5329/3037/10272/3123/5345/3120/3458/7070/10673/916/3956/140885/259307/3113/2529/3552/939/729230/4254/50943/921/923/3119/8651/3122/10326/2526/1236/7124/3561/10125/2650/64127/3115/940/10859/146850/6504/3109/10148/54440/864/942/10630/114548/1511/7412/3594/199/399/3676/1960/6352/3112/5788/7292/8876/26191/301/6401/84868/970/29851/8013/3118/941/857/3689/11117/79679/3071/3117/6347/3586/29126/1378/2736/3553/30835/3479/6363/10288/3575/3559/8728/10563/80380/11006/3569/6366/1803
GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION,GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION,286,-0.548563731,-1.837270151,1.00E-10,7.75E-09,5.74E-09,2921,"tags=41%, list=20%, signal=33%",3135/257101/9398/2175/920/972/10234/652/100/5457/25/3204/3601/3958/9370/22806/3718/7071/441478/4853/9290/5105/7480/3549/814/140685/639/8744/4067/3059/9308/51176/7535/246778/1435/9770/56253/6935/1021/3111/30009/10272/914/50604/3123/4739/3458/3956/9935/10875/259307/939/729230/4254/50943/8651/3122/84695/4982/7124/146433/3561/10125/339390/2124/54209/940/10859/146850/2621/54440/864/942/114548/3594/7305/6688/399/115352/1840/1960/558/150372/5788/7292/9760/8876/2213/301/6422/28959/3662/6348/941/1230/56833/8111/1493/695/3071/714/11025/3902/3586/2200/1378/4057/2736/6363/10288/3575/3624/56603/3559/7130/11006/4920
GOBP_B_CELL_ACTIVATION,GOBP_B_CELL_ACTIVATION,231,-0.553922018,-1.834706772,1.00E-10,7.75E-09,5.74E-09,3055,"tags=43%, list=21%, signal=35%",1316/28514/55183/4208/79915/972/100/596/8660/25/202309/4066/22806/3718/2956/5579/56262/1235/3087/9156/4853/5618/5585/23529/4067/4242/7805/51176/115350/7535/23308/374403/9452/1015/23495/30009/5293/5795/23228/974/10673/7293/11314/3956/259307/2322/939/7128/50943/5079/2048/7462/4773/3561/10125/64127/940/54900/54440/942/4332/5450/643/9466/7412/4914/7305/6688/115352/3676/55619/1880/139818/150372/5788/7292/64092/931/2213/6422/3589/970/30011/56833/1493/695/933/3071/4064/3586/973/1378/9734/930/3394/3575/1380/952/3624/3569
GOBP_MONONUCLEAR_CELL_DIFFERENTIATION,GOBP_MONONUCLEAR_CELL_DIFFERENTIATION,422,-0.536667145,-1.818750016,1.00E-10,7.75E-09,5.74E-09,2921,"tags=41%, list=20%, signal=34%",3135/26022/257101/2175/920/972/652/100/596/25/3204/3601/3958/912/4066/22806/3718/2841/3696/56262/1235/441478/8325/3087/4853/57580/5105/7480/3549/7409/8809/814/4602/23529/140685/639/8744/4783/4067/3570/9308/4242/51176/7535/246778/1435/338339/56253/6935/116071/1021/9452/3932/1015/915/3111/30009/387357/5293/6095/5795/917/914/3123/23228/974/3458/10673/916/3956/9935/925/10875/259307/6693/8320/2529/3552/2322/939/729230/3702/50943/860/4063/91543/8651/3122/4772/10320/5079/84695/1236/146433/3561/10125/339390/54209/55509/940/114836/10859/146850/6504/2621/944/54440/864/942/133396/5450/114548/1437/7412/3594/4914/1436/6688/399/115352/3676/1840/1960/558/55619/1880/139818/150372/3604/5788/7292/9760/10537/8876/931/26191/2213/301/26253/6422/3589/1513/28959/4495/3662/2207/941/56833/8111/1493/695/1958/3071/1794/3902/26279/3586/973/1378/9734/2736/3553/930/3394/6363/10288/3575/1380/3624/56603/3559/11006/3569
GOBP_T_CELL_DIFFERENTIATION,GOBP_T_CELL_DIFFERENTIATION,274,-0.541377924,-1.80802156,1.00E-10,7.75E-09,5.74E-09,2921,"tags=41%, list=20%, signal=33%",3135/26022/257101/2175/920/972/652/100/596/25/912/22806/3718/2841/1235/441478/8325/57580/5105/7480/3549/7409/8809/814/4602/639/8744/3570/9308/51176/7535/246778/338339/56253/6935/1021/3932/915/3111/30009/387357/5293/6095/917/914/3123/3458/916/9935/925/10875/259307/6693/8320/2529/3552/939/729230/3702/50943/860/4063/91543/8651/3122/84695/1236/3561/10125/339390/940/114836/146850/944/54440/864/942/114548/3594/6688/399/1840/1960/1880/3604/5788/7292/9760/8876/26191/301/26253/3662/2207/941/1493/1958/3071/1794/3902/26279/1378/2736/3553/6363/10288/3575/56603/3559/11006/3569
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE,GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE,327,-0.518786278,-1.742198549,1.00E-10,7.75E-09,5.74E-09,2550,"tags=36%, list=17%, signal=31%",9370/3848/5294/64116/135/5169/1269/8482/91662/4317/6376/2294/131450/171389/9173/9258/58484/9021/9180/3572/4067/2865/56670/51704/10769/3670/185/4023/6622/6279/6369/1215/2534/183/2099/9971/134/6095/3620/120892/4345/3554/2867/50604/3123/79626/11343/3458/23208/3956/199713/140885/388125/4049/2529/4818/729230/7128/54/50943/26228/7133/4210/1236/51284/7124/145741/4907/64127/54209/940/3957/116379/26471/1776/114548/64838/241/6352/5008/8530/5176/5788/7292/81030/2213/301/6401/330/2358/89790/6348/653361/56833/3055/695/145581/6288/118788/2209/5733/26279/3586/348/7941/3553/5740/3479/3082/353514/313/8877/3559/7130/81792/3371/3569/4314/4318
GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE,GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE,380,-0.502471123,-1.695686103,1.00E-10,7.75E-09,5.74E-09,2973,"tags=34%, list=20%, signal=28%",4208/22914/3135/84034/10133/5817/3805/2113/5063/400709/84166/3823/10622/3822/912/5294/64135/91662/5179/4317/6376/9865/7409/54941/171389/9173/8807/9258/58484/9180/3572/89870/23547/4067/2865/56670/51704/185/4023/259197/6622/6279/6369/2534/56253/183/2099/11027/9971/2219/409/3620/120892/7096/2867/3458/117854/11314/3956/149628/388125/4049/51296/23643/4818/729230/7128/2922/91543/26228/10666/81793/4210/1236/51284/7124/3824/145741/79931/10125/2672/64127/54209/940/3957/114836/440823/26471/64581/4332/114548/10333/241/7305/6688/115352/6352/5008/7292/81030/5322/26191/26253/51435/330/84868/2358/146722/3662/6348/857/3055/695/118788/929/2209/11117/5733/3902/81035/4057/7941/3553/51311/353514/5650/115362/25818/4321/3569/2069
GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY,163,-0.587645837,-1.915401248,2.58E-10,1.91E-08,1.41E-08,1974,"tags=34%, list=14%, signal=30%",50852/4067/7805/7535/84106/23308/53347/2534/3932/915/387357/5293/5795/917/84174/3123/23228/974/7070/916/11314/2633/640/925/3702/50943/3119/26228/919/10666/7462/1236/4773/3937/3115/4068/940/54900/4332/89857/115352/150372/5788/5142/931/26191/2213/1493/695/933/79679/3071/973/930/952/11006
GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,GOBP_LYMPHOCYTE_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,172,-0.583525927,-1.908164224,2.56E-10,1.91E-08,1.41E-08,3248,"tags=51%, list=22%, signal=40%",51010/10459/10892/54542/4436/114770/28514/5971/55183/26022/257101/79915/972/100/25/202309/3958/3822/3718/2956/1235/9156/4853/5105/8809/4602/201294/3936/23529/911/3570/4242/51176/11151/246778/338339/9452/1015/30009/6095/3123/6556/23228/3458/3956/10875/6693/8320/4818/50943/4063/3122/3683/84695/940/114836/10859/3109/942/5450/114548/51744/9466/3594/6688/54518/55619/1880/139818/5788/7292/2213/301/26253/84868/3662/2207/941/3071/4064/3586/1378/3383/2214/930/3394/6363/3569
GOBP_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS,GOBP_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS,110,-0.633892875,-2.006295598,2.74E-10,2.00E-08,1.48E-08,1299,"tags=38%, list=9%, signal=35%",4739/6278/729230/5919/26228/1906/1236/146433/64127/7057/6504/2621/199/1436/6688/6351/6352/1240/6387/2358/4354/6348/1230/56833/6354/7060/11240/3071/6347/719/728/7941/6363/3627/9353/7130/10563/3569/5764/6366/1803/26585
GOBP_INTERLEUKIN_8_PRODUCTION,GOBP_INTERLEUKIN_8_PRODUCTION,70,-0.695935414,-2.100958218,3.22E-10,2.32E-08,1.72E-08,1526,"tags=39%, list=10%, signal=35%",11027/2219/914/7096/2867/53342/84632/2149/408/51284/7124/64127/64581/945/2152/51744/10333/5788/26191/301/929/284297/3586/3553/51311/3569/1116
GOBP_LYMPHOCYTE_MIGRATION,GOBP_LYMPHOCYTE_MIGRATION,105,-0.654047012,-2.058882158,3.48E-10,2.46E-08,1.82E-08,2961,"tags=59%, list=20%, signal=47%",22914/1901/58191/4267/25/5294/1235/347/6376/131450/80270/5979/58494/124976/11151/7535/6367/6369/56253/4478/30009/5293/6349/4345/6368/4739/6358/6693/6278/2529/729230/9023/1893/3683/10344/2526/1236/2621/6364/9466/199/6351/3676/6352/1880/6387/3690/6348/6354/6288/11240/6347/64005/6363/6373/6355/6357/3627/6356/10563/6366/6362
GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,220,-0.557441349,-1.841256486,3.75E-10,2.62E-08,1.94E-08,3493,"tags=50%, list=24%, signal=39%",6891/3107/3593/353376/3592/3106/51010/10459/3821/10892/4436/117157/722/55183/53833/22914/3135/80329/79915/5817/3805/3823/913/3822/912/1604/3718/7186/1379/79987/2294/7409/10865/8809/814/201294/909/23529/8807/911/4067/9846/910/259197/154064/84106/56253/30009/409/3554/3123/57126/11314/7454/725/2208/259307/4049/2529/729230/50943/91543/26228/3122/6812/10666/7133/7124/3824/6372/10125/4277/339390/64127/54209/940/114836/10859/146850/6504/1776/64581/3598/54440/114548/9466/3594/7305/6688/5788/7292/5272/5027/2213/84868/695/8832/3689/3162/2209/3071/3902/3684/3586/1378/3383/3553/3575/1380/11006/3569
GOBP_LYMPHOCYTE_CHEMOTAXIS,GOBP_LYMPHOCYTE_CHEMOTAXIS,54,-0.73347412,-2.153867049,3.95E-10,2.72E-08,2.01E-08,1709,"tags=56%, list=12%, signal=49%",6367/6369/5293/6349/6368/4739/6358/6278/729230/9023/10344/2621/6364/6351/6352/1880/6348/6354/6288/11240/6347/6363/6373/6355/6357/3627/6356/10563/6366/6362
GOBP_INTERLEUKIN_6_PRODUCTION,GOBP_INTERLEUKIN_6_PRODUCTION,133,-0.60869998,-1.951841551,5.11E-10,3.47E-08,2.57E-08,2354,"tags=41%, list=16%, signal=35%",91662/4317/6376/131450/10865/3570/3670/4023/113277/11027/9971/409/5452/4345/7096/3458/23208/140885/3552/53342/7128/50943/84632/2149/408/51284/7124/64127/54209/6504/2621/64581/5450/9466/10333/199/7305/7292/26191/5027/10417/84868/695/8832/3071/3586/3553/51311/3082/353514/10288/7291/11006/3569/2069
GOBP_B_CELL_MEDIATED_IMMUNITY,GOBP_B_CELL_MEDIATED_IMMUNITY,127,-0.613123262,-1.957110449,5.25E-10,3.52E-08,2.60E-08,3248,"tags=57%, list=22%, signal=44%",51010/10459/4352/4436/729/722/55183/3135/79915/972/3108/202309/1604/2956/1235/9156/1379/79987/710/727/23529/3426/3111/3127/30009/84174/3123/3120/725/2208/717/3113/4049/939/50943/3119/3122/10666/7124/730/64127/3115/54209/940/3560/3109/3598/9466/720/3112/5788/7292/2213/970/715/3118/2207/695/2209/712/714/3117/3586/713/1378/2214/930/51311/50615/1439/1380/716
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION,GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION,241,-0.537231158,-1.784348343,5.53E-10,3.66E-08,2.71E-08,2550,"tags=38%, list=17%, signal=32%",9370/3718/2841/347/91662/4317/6376/131450/54941/5443/171389/9173/23547/9308/7805/51176/284/113/9971/30009/409/3620/4345/3123/6556/9455/50856/2615/3458/23208/2633/199713/140885/225/7128/54/50943/408/4210/2048/1236/7043/7124/7042/64127/54209/7057/10859/7481/6504/2621/945/5552/201633/114548/9466/10333/89795/10457/7305/7850/558/1240/5788/7292/26191/2213/301/84868/2627/695/8832/3162/284297/3071/3902/3586/29126/1378/9734/4057/11326/51311/3479/3082/353514/3624/7291/2335/80380/11006/3569
GOBP_CELL_KILLING,GOBP_CELL_KILLING,156,-0.58631322,-1.899446932,9.30E-10,5.99E-08,4.44E-08,3493,"tags=53%, list=24%, signal=41%",6891/3107/3593/3853/3592/5873/3106/6283/3821/57817/22914/3135/80329/5817/3805/3823/913/3822/912/1604/1379/7409/57823/201294/909/127544/171389/8807/911/11151/910/259197/154064/56253/54210/3004/409/914/3123/3458/2208/1113/4818/26228/3122/84659/10666/10578/3824/7042/6372/10125/4277/4068/114836/10859/146850/1776/64581/1511/5551/3594/7305/6688/5788/5272/5027/2213/84868/3589/2209/3071/3902/3684/3586/3002/1378/4057/3383/2214/4069/3575/6357
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY,129,-0.607258722,-1.942224875,9.79E-10,6.15E-08,4.55E-08,3493,"tags=56%, list=24%, signal=43%",6891/3107/3593/353376/3592/3106/51010/10459/10892/4436/117157/55183/22914/3135/80329/79915/5817/3805/3823/913/3822/912/1604/7186/7409/10865/8809/814/909/23529/8807/911/910/259197/154064/56253/30009/3554/3123/57126/2208/4049/50943/91543/26228/3122/10666/7124/3824/10125/4277/64127/54209/940/114836/6504/64581/54440/114548/3594/7305/6688/5788/7292/5027/695/3689/2209/3902/3684/3553/3569
GOBP_RESPONSE_TO_TYPE_II_INTERFERON,GOBP_RESPONSE_TO_TYPE_II_INTERFERON,124,-0.606562591,-1.934969826,3.49E-09,2.16E-07,1.60E-07,1743,"tags=35%, list=12%, signal=31%",6622/6367/6369/356/2934/6349/6368/6556/3458/2633/7454/140885/6358/163351/3113/10410/4261/6812/1906/4210/10344/7431/7124/8519/6364/3594/199/6351/6352/10537/6348/3055/6354/6347/3394/6363/6355/115362/4360/6357/6356/6366/6362
GOBP_POSITIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION,GOBP_POSITIVE_REGULATION_OF_TYPE_II_INTERFERON_PRODUCTION,70,-0.680241591,-2.053580165,3.79E-09,2.32E-07,1.72E-07,1814,"tags=49%, list=12%, signal=43%",3670/246778/8140/56253/3554/914/6556/916/3113/4049/729230/10666/51284/7124/10125/3115/114836/10859/6504/64581/10148/54440/51744/9466/3594/5142/7292/26191/84868/929/3553/51311/3394/3595
GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,184,-0.554150944,-1.818083565,4.09E-09,2.48E-07,1.83E-07,3515,"tags=53%, list=24%, signal=41%",3142/6891/3107/3593/3592/3106/3717/51010/10459/3821/10892/54542/4436/722/55183/53833/4208/3135/80329/79915/920/5817/100/913/912/1604/3718/7186/1379/79987/10865/8809/909/5585/23529/9173/5588/911/3572/910/154064/246778/113/30009/3554/3123/6556/10673/7454/725/2208/259307/4049/2529/729230/7128/50943/91543/3122/10666/7133/2048/84695/7124/3824/4277/339390/64127/54209/940/10859/6504/64581/54440/114548/9466/3594/5788/7292/64092/5027/2213/301/84868/941/695/2209/3071/3586/29126/1378/3553/6363/3575/1380/11006/3569
GOBP_T_CELL_PROLIFERATION,GOBP_T_CELL_PROLIFERATION,193,-0.551066333,-1.813321946,4.55E-09,2.72E-07,2.01E-07,2735,"tags=43%, list=19%, signal=35%",25/6541/9047/3958/10077/9479/912/1604/5294/3718/3549/8654/5588/8744/3572/11151/7535/246778/23308/2534/56253/4478/64926/3620/3123/6556/2615/10673/7293/916/259307/6693/3113/3552/729230/4254/50943/923/7133/10125/339390/3115/940/10859/6504/3109/944/10148/54440/942/7412/3594/199/10457/6352/3604/5788/7292/5322/26191/5027/301/84868/970/941/1493/79679/3071/1794/26279/3586/29126/1378/11326/3553/30835/3479/6363/10288/3559/80380/11006/3569
GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON,GOBP_CELLULAR_RESPONSE_TO_TYPE_II_INTERFERON,103,-0.629655245,-1.979909128,4.78E-09,2.82E-07,2.09E-07,1709,"tags=35%, list=12%, signal=31%",6367/6369/356/2934/6349/6368/3458/2633/7454/140885/6358/163351/3113/6812/1906/10344/7431/7124/6364/3594/199/6351/6352/6348/3055/6354/6347/3394/6363/6355/115362/4360/6357/6356/6366/6362
GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY,GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY,162,-0.569352648,-1.856502016,6.27E-09,3.62E-07,2.68E-07,3493,"tags=54%, list=24%, signal=42%",6891/3107/3593/3592/3106/51010/10459/3821/10892/4436/117157/722/55183/53833/22914/3135/80329/79915/5817/3805/3823/913/3822/912/1604/7186/1379/79987/7409/10865/8809/909/23529/8807/911/910/259197/154064/56253/30009/409/3554/3123/7454/725/2208/259307/4049/2529/729230/50943/91543/3122/10666/7133/7124/3824/10125/4277/339390/64127/54209/940/114836/10859/146850/6504/54440/114548/9466/3594/5788/7292/5272/5027/2213/84868/695/2209/3071/3902/3586/1378/3553/3575/1380/11006/3569
GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,GOBP_POSITIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,97,-0.630602297,-1.977252017,7.03E-09,4.01E-07,2.97E-07,1814,"tags=37%, list=12%, signal=33%",3670/4023/113277/11027/5795/120892/914/7096/3458/6693/23643/3552/729230/2048/10125/64127/7057/64581/54440/942/7305/5788/943/10417/84868/6348/695/8832/929/1536/9590/2214/353514/6363/7291/3569
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION,GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION,147,-0.575083572,-1.854660586,9.96E-09,5.62E-07,4.16E-07,2039,"tags=48%, list=14%, signal=42%",79915/972/100/596/8660/6541/912/1604/3718/5618/23529/5588/8744/3572/4067/11151/7535/1435/23308/64926/6480/10673/7293/916/3113/3552/729230/4254/50943/923/2048/4773/146433/3115/940/6504/3109/10148/54440/942/1437/7412/3594/199/1436/115352/6352/1880/5788/7292/26191/301/84868/970/941/695/79679/3071/1438/29126/2214/3553/30835/3479/1439/6363/10288/952/3559/80380/3569
GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,162,-0.565761754,-1.844793101,1.09E-08,6.05E-07,4.48E-07,3248,"tags=46%, list=22%, signal=36%",51010/10459/10892/5553/4436/55183/3135/5950/79915/335/972/3805/1604/3718/7186/8482/9865/10865/8809/814/5585/23529/2865/51704/7805/8140/284/30009/3554/2867/7293/117854/729230/54/50943/91543/10666/7133/2048/7043/51284/7124/7042/64127/940/10859/6504/64581/3598/54440/942/114548/51744/9466/115352/558/5788/7292/26191/5027/2213/10417/8013/695/933/3162/3586/1378/3553/5650/7291/25818/11006/3569
GOBP_REGULATION_OF_PHAGOCYTOSIS,GOBP_REGULATION_OF_PHAGOCYTOSIS,88,-0.646687352,-1.996696378,1.14E-08,6.28E-07,4.65E-07,2122,"tags=47%, list=15%, signal=40%",7275/9066/8291/55423/2219/5795/6556/11031/3458/23208/11314/140885/717/5199/26228/10326/7124/3561/64127/54209/3560/2621/5806/64581/720/5788/5322/2213/2358/146722/10562/2207/7052/3055/695/2209/3071/6347/1794/3553/8877
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION,GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION,146,-0.577430532,-1.860929886,1.70E-08,9.07E-07,6.72E-07,1633,"tags=38%, list=11%, signal=34%",56253/374403/23495/30009/6664/3620/3123/79626/2615/7940/11314/10875/259307/6693/7128/50943/8651/84695/339390/10859/54900/201633/864/942/4332/1511/10457/7305/1840/558/7292/64092/5322/26191/2213/301/6422/84868/941/1493/695/79679/3071/3902/26279/3586/51083/29126/1378/11326/10288/3624/3559/80380/11006
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY,GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY,109,-0.609821348,-1.930999974,1.91E-08,1.01E-06,7.45E-07,3576,"tags=59%, list=24%, signal=45%",7037/6891/3107/3593/3592/3106/51010/10459/10892/4436/117157/55183/22914/3135/80329/79915/5817/3805/3823/913/3822/912/1604/7186/7409/10865/8809/909/23529/8807/911/910/259197/154064/56253/30009/3554/3123/2208/4049/50943/91543/3122/10666/7124/3824/10125/4277/64127/54209/940/114836/6504/54440/114548/3594/5788/7292/5027/695/2209/3902/3553/3569
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION,GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MIGRATION,136,-0.583592376,-1.875942418,1.93E-08,1.01E-06,7.45E-07,2872,"tags=48%, list=20%, signal=39%",4267/972/64805/25/3958/23604/2155/1235/6376/6403/7424/58494/3570/623/11151/83700/1435/6369/3554/4739/7070/6693/6278/2529/3552/729230/4254/5919/1906/2526/1236/7124/146433/54209/7057/6504/2621/6364/8784/199/1436/6688/6351/3676/6352/1240/6387/3690/6401/2358/6348/1230/6354/7060/3071/719/728/3383/7941/6363/3627/10563/3569/5764/6366
GOBP_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY,GOBP_MYELOID_LEUKOCYTE_MEDIATED_IMMUNITY,98,-0.623797852,-1.957329816,2.07E-08,1.07E-06,7.94E-07,2315,"tags=42%, list=16%, signal=35%",2294/814/201294/6571/171389/4067/9846/84106/54210/5293/57126/11314/1113/729230/2922/26228/5729/6812/7462/6372/10125/1776/3598/5730/1511/7305/6688/5272/2213/10417/6348/8013/695/8832/3689/3162/2209/3684/306/2214/3569
