ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
GOBP_CELLULAR_RESPONSE_TO_INTERLEUKIN_1,GOBP_CELLULAR_RESPONSE_TO_INTERLEUKIN_1,97,-0.6596036,-2.068185533,1.00E-10,7.75E-09,5.74E-09,1709,"tags=38%, list=12%, signal=34%",6367/6369/27063/6349/6095/3037/6662/3554/6368/2633/199713/140885/6358/8564/1906/10344/6364/6351/7850/6352/81030/6422/6348/6354/1958/6347/9590/3553/5740/6363/6355/6357/6356/81792/3569/6366/6362
GOBP_ADAPTIVE_IMMUNE_RESPONSE,GOBP_ADAPTIVE_IMMUNE_RESPONSE,395,-0.605499968,-2.047538147,1.00E-10,7.75E-09,5.74E-09,3248,"tags=54%, list=22%, signal=44%",51010/84876/10459/23180/3821/4352/10892/54542/4436/117157/729/722/5971/55183/53833/4208/22914/3135/26022/257101/80329/79915/920/972/5817/100/3108/79908/202309/913/3822/912/1604/5294/3718/2956/5579/7186/1235/9156/1379/79987/710/54941/10865/6890/57823/8809/814/201294/727/909/5585/23529/127544/11024/639/9173/5588/911/50852/3572/4067/3570/51176/3426/910/7535/154064/83700/246778/338339/23308/2534/56253/54210/83953/113/915/23495/3111/3127/3004/30009/387357/5293/6095/917/3554/84174/3123/6556/50856/3120/974/3458/10673/916/7454/725/2208/925/259307/6693/717/3113/4049/8320/2529/939/729230/7128/27074/3702/151888/255231/50943/4063/91543/923/3119/3122/919/10666/7133/2048/84695/7462/7124/3824/608/4277/339390/730/64127/27240/3115/4068/54209/940/114836/10859/5133/3560/54900/6504/3109/64581/3598/10148/54440/924/942/114548/89857/51744/9466/5551/10462/3594/720/3112/1880/5788/7292/64092/3903/5027/2213/301/84868/89790/970/3662/715/3118/2207/941/11026/1493/695/8832/2209/79679/712/3071/714/3117/11025/3902/3586/713/64005/973/29126/1378/2214/3553/930/51311/50615/30835/1439/6363/10288/3575/60468/1380/716/10990/79168/10563/80380/11006/3569
GOBP_RESPONSE_TO_INTERLEUKIN_1,GOBP_RESPONSE_TO_INTERLEUKIN_1,123,-0.636941027,-2.03340563,1.00E-10,7.75E-09,5.74E-09,1743,"tags=36%, list=12%, signal=32%",6622/6367/6369/27063/84676/6349/6095/3037/6662/3554/6368/2633/199713/140885/6358/8564/1906/10344/6364/6351/7850/6352/81030/5122/301/6401/6422/6348/6354/1958/6347/9590/3553/5740/6363/6355/952/6357/6356/81792/3569/6366/6362/1116
GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,152,-0.623281118,-2.019631177,1.00E-10,7.75E-09,5.74E-09,1917,"tags=44%, list=13%, signal=39%",9370/64135/2841/4317/6376/10865/5443/23547/3670/4023/113277/284/11027/9971/409/5795/120892/914/7096/50856/3458/23208/140885/6693/23643/3552/729230/7128/54/50943/2048/10125/64127/54209/7057/10859/6504/2621/64581/945/54440/942/9466/10457/7305/558/5788/26191/943/10417/84868/6348/695/8832/929/3586/1536/29126/4057/9590/2214/3479/353514/6363/7291/11006/3569
GOBP_CELL_CHEMOTAXIS,GOBP_CELL_CHEMOTAXIS,261,-0.605206049,-2.017194514,1.00E-10,7.75E-09,5.74E-09,2600,"tags=47%, list=18%, signal=39%",3958/23604/5294/2155/2841/1235/3577/1269/57580/6376/7409/80270/727/7852/7424/5588/4067/3570/185/51176/3164/11151/6279/83700/6367/1435/6369/2246/3672/54210/5293/6349/409/5156/56477/64094/1441/2867/6368/4739/2247/1113/6358/6278/1800/729230/9023/5919/26228/9732/1906/10344/1236/7857/3680/146433/7042/6372/2919/64127/7057/51411/1234/6504/2621/6364/2350/1511/643/7412/199/5159/1436/6688/6351/1960/6352/1240/2260/1880/6387/5142/301/4015/2358/4354/6348/2207/1230/56833/6354/3689/6288/7060/11240/3071/6347/719/3586/728/2921/7941/3553/3082/6363/6373/6355/2920/6357/4283/3627/9353/6356/7130/10563/3569/5764/6366/1803/6374/6362/26585
GOBP_LEUKOCYTE_MIGRATION,GOBP_LEUKOCYTE_MIGRATION,344,-0.591462172,-1.990800269,1.00E-10,7.75E-09,5.74E-09,2971,"tags=49%, list=20%, signal=40%",4681/22914/1901/58191/4267/972/1843/100/64805/25/3204/51676/10164/3958/23604/5294/2155/2841/1235/3577/347/1269/91662/57580/6376/131450/7409/80270/5979/727/7852/6403/7424/58494/124976/4067/3570/623/11151/6279/7535/83700/6367/1435/6369/3679/3672/2534/56253/54210/3932/4478/134/30009/5293/6349/56477/4345/3554/1441/2867/6368/57126/4739/7070/11314/1113/140885/6358/6693/6278/1800/2529/3552/729230/9023/1893/4254/255231/5919/26228/3683/1906/2833/10344/2526/1236/7857/3680/7124/146433/7042/6372/2919/2650/64127/6404/54209/7057/1234/6504/2621/6364/8784/2350/1511/643/9466/7412/199/1436/6688/6351/3676/6352/1240/1880/6387/5142/3690/301/6401/6402/2358/10562/4354/6348/2207/1230/56833/3055/6354/3689/6288/3162/7060/11240/11117/3071/6347/719/3586/64005/728/2921/3383/7941/3553/6363/119/6373/6355/2920/6357/4283/3627/9353/6356/7130/10563/3569/5764/4920/6366/1803/6374/6362/26585
GOBP_MONONUCLEAR_CELL_MIGRATION,GOBP_MONONUCLEAR_CELL_MIGRATION,177,-0.608207366,-1.990737673,1.00E-10,7.75E-09,5.74E-09,2971,"tags=53%, list=20%, signal=43%",4681/22914/1901/58191/4267/1843/25/51676/3958/5294/1235/3577/347/91662/6376/131450/80270/5979/7852/58494/124976/4067/3570/11151/7535/6367/1435/6369/56253/4478/30009/5293/6349/4345/6368/4739/140885/6358/6693/6278/2529/729230/9023/1893/5919/3683/10344/2526/1236/7124/146433/7057/1234/6504/2621/6364/2350/1511/9466/199/1436/6688/6351/3676/6352/1240/1880/6387/3690/301/2358/6348/1230/56833/6354/6288/11240/6347/719/64005/728/7941/6363/6373/6355/6357/3627/9353/6356/10563/3569/6366/6362/26585
GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,GOBP_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS,276,-0.591522413,-1.976912631,1.00E-10,7.75E-09,5.74E-09,3515,"tags=57%, list=24%, signal=44%",3142/6891/165918/3107/10068/3593/3592/5873/3106/3717/51010/10459/23180/3821/4352/10892/54542/4436/729/722/5971/55183/53833/4208/3135/26022/80329/79915/920/972/5817/100/3108/202309/913/912/1604/3718/2956/7186/1235/9156/1379/79987/710/10865/8809/201294/727/909/5585/23529/9173/5588/911/3570/51176/3426/910/154064/246778/56253/3111/3127/3004/30009/6095/3554/84174/3123/6556/3120/10673/7454/725/2208/925/259307/6693/717/3113/4049/2529/939/729230/7128/50943/4063/91543/3119/3122/10666/7133/2048/84695/7124/3824/4277/339390/730/64127/3115/54209/940/114836/10859/3560/6504/3109/64581/3598/10148/54440/114548/89857/9466/5551/3594/720/3112/5788/7292/5027/2213/301/84868/970/3662/715/3118/2207/941/695/2209/712/3071/714/3117/3586/713/64005/29126/1378/2214/3553/930/51311/50615/1439/6363/3575/60468/1380/716/10563/11006/3569
GOBP_HUMORAL_IMMUNE_RESPONSE,GOBP_HUMORAL_IMMUNE_RESPONSE,164,-0.606078699,-1.971217232,1.00E-10,7.75E-09,5.74E-09,2538,"tags=49%, list=17%, signal=41%",1604/3848/1235/9156/4853/1379/79987/710/727/140686/5648/124976/9308/3426/54210/2219/629/5452/3123/6556/3458/6480/6036/725/2208/717/6278/4049/5199/5919/3119/84659/10578/1236/7124/6372/2919/730/64127/4068/54209/940/5133/10148/5450/1511/6039/720/1880/5788/931/2213/10417/715/5646/2627/5266/712/714/6700/6347/713/1378/2921/4057/11326/3553/6373/5650/2920/4069/1380/716/6357/4283/3627/25818/10563/3569/6374
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION,GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION,419,-0.579894138,-1.964324128,1.00E-10,7.75E-09,5.74E-09,2375,"tags=38%, list=16%, signal=33%",8482/91662/4317/6376/10865/8809/814/727/150/9173/283420/5588/1813/58484/3572/89870/2865/51704/3570/9308/3670/7805/4023/116/246778/8140/113277/56253/27035/183/11027/9971/2219/30009/5293/6095/5795/5452/3620/57493/120892/4345/3554/914/7096/2867/6556/5345/3458/117854/916/149628/4050/6693/3113/4049/23643/3552/729230/53342/3702/255231/50943/4063/91543/923/84632/5047/2149/10666/4210/2048/1236/51284/7124/10125/64127/3115/54209/7057/940/114836/10859/7481/6504/64581/10148/54440/201633/942/2152/4332/5450/114548/51744/9466/1437/10333/23601/3594/199/10855/1436/7305/5008/150372/5788/5142/7292/4060/26191/943/55959/5027/10417/301/26253/84868/7148/3662/6348/8013/2627/2207/941/695/8832/6288/3162/929/1958/79679/147372/8710/719/3586/728/1536/29126/9590/2214/3553/51311/3394/3082/353514/6363/3595/10288/115362/1545/8877/7291/23213/4321/3569/2069/1116
GOBP_REGULATION_OF_LEUKOCYTE_MIGRATION,GOBP_REGULATION_OF_LEUKOCYTE_MIGRATION,201,-0.595492465,-1.962671962,1.00E-10,7.75E-09,5.74E-09,3085,"tags=51%, list=21%, signal=41%",2811/5025/10894/4681/22914/4267/972/1843/100/64805/25/3204/10164/3958/23604/2155/2841/1235/347/6376/131450/727/6403/7424/58494/124976/4067/3570/623/11151/83700/1435/6369/4478/134/56477/4345/3554/4739/7070/11314/6693/6278/2529/3552/729230/1893/4254/5919/26228/1906/2833/2526/1236/7124/146433/2650/64127/54209/7057/6504/2621/6364/8784/9466/199/1436/6688/6351/3676/6352/1240/6387/3690/301/6401/2358/10562/4354/6348/1230/56833/6354/3162/7060/11240/11117/3071/6347/719/728/3383/7941/6363/3627/9353/7130/10563/3569/5764/6366/1803/26585
GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY,GOBP_LYMPHOCYTE_MEDIATED_IMMUNITY,261,-0.586017365,-1.953237275,1.00E-10,7.75E-09,5.74E-09,3248,"tags=52%, list=22%, signal=41%",51010/10459/23180/3821/4352/10892/4436/117157/729/722/55183/53833/22914/3135/80329/79915/972/5817/3805/3108/3823/202309/913/3822/912/1604/2956/7186/1235/9156/1379/79987/710/7409/10865/57823/8809/201294/727/909/23529/127544/8807/911/3426/11151/910/259197/154064/56253/3111/3127/3004/30009/409/3554/914/84174/3123/3120/7454/725/2208/925/259307/717/3113/4049/2529/939/4818/729230/50943/91543/3119/3122/10666/7133/7124/3824/10125/4277/339390/730/64127/3115/4068/54209/940/114836/10859/146850/3560/6504/3109/3598/54440/114548/9466/5551/3594/720/3112/5788/7292/5272/5027/2213/84868/970/715/3118/2207/695/2209/712/3071/714/3117/3902/3586/713/64005/3002/1378/2214/3553/930/51311/50615/1439/3575/1380/716/11006/3569
GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY,GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY,271,-0.583346041,-1.947125,1.00E-10,7.75E-09,5.74E-09,2039,"tags=36%, list=14%, signal=31%",5588/9258/50852/23547/4067/7805/259197/7535/338339/84106/23308/53347/2534/3932/11027/9971/915/2219/387357/5293/5795/917/7096/2867/84174/3123/23228/974/7070/916/11314/2633/640/925/23643/7128/3702/151888/50943/3119/26228/919/10666/7462/1236/4773/3824/3937/79931/4277/64127/3115/4068/54209/940/10859/54900/64581/4332/89857/10333/7305/115352/1240/150372/5788/5142/931/26191/2213/26253/2358/8013/2207/3055/1493/695/933/118788/929/2209/79679/3071/719/64005/973/728/1378/4057/2357/2214/930/10288/1380/952/2359/11006
GOBP_MYELOID_LEUKOCYTE_ACTIVATION,GOBP_MYELOID_LEUKOCYTE_ACTIVATION,214,-0.588608324,-1.943067644,1.00E-10,7.75E-09,5.74E-09,2591,"tags=45%, list=18%, signal=38%",10077/65266/5294/3696/5169/1269/4853/4317/57580/6376/2294/814/201294/6571/9173/8807/9258/4067/56670/9846/8291/6622/1435/338339/84106/113277/116071/11027/5293/6095/120892/4345/914/7096/6556/57126/3458/23208/11314/1113/729230/2922/26228/5729/6812/10666/7462/7124/3937/6372/10125/54209/7057/55509/6504/1776/945/3598/133396/5730/1511/1437/10333/199/7305/6688/399/6352/8530/5788/10537/2213/301/84868/146722/4495/3662/6348/8013/2207/695/145581/8832/3689/3162/712/1794/3684/3586/728/306/11326/2214/8877/2335/11006/3569
GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION,GOBP_NEGATIVE_REGULATION_OF_CELL_ACTIVATION,195,-0.590223817,-1.941459895,1.00E-10,7.75E-09,5.74E-09,2600,"tags=47%, list=18%, signal=39%",3958/10077/3718/135/441478/5169/1269/6376/2294/3549/8654/5585/140685/4067/7805/10019/56253/374403/23495/30009/6664/5156/3620/4345/3123/79626/2615/23208/7940/11314/5592/10875/259307/6693/729230/7128/50943/8651/84695/339390/54209/10859/54900/945/3598/201633/864/942/133396/4332/1511/10457/7305/6688/1840/558/114897/8530/5788/7292/64092/5322/26191/2213/301/6422/84868/146722/941/1493/695/145581/8832/5270/3162/11117/79679/3071/3902/26279/3586/348/51083/29126/1378/11326/10288/3624/3559/2335/80380/11006
GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,GOBP_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN,301,-0.579835911,-1.94094045,1.00E-10,7.75E-09,5.74E-09,1954,"tags=36%, list=13%, signal=31%",5732/1053/6648/4067/4353/623/7066/3164/57088/6622/6279/1435/356/8140/27063/11027/9971/3620/7096/6556/117854/3764/5739/199713/140885/717/8564/6278/4049/23643/3552/7128/54/50943/923/26228/2149/1906/7133/81793/497189/7431/2048/1236/7124/79931/6372/2919/2672/64127/54209/10859/1234/1543/942/9450/114548/1511/1437/10333/7412/6688/3587/558/6352/5142/7292/5122/26191/5027/2213/10417/6401/84868/6348/941/3055/695/929/284297/6347/4064/3586/728/29126/2921/4057/9590/3553/3394/5737/1439/4129/3595/6373/10288/2920/4360/2326/4283/3627/10563/11009/1440/80380/3569/6374
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_CELL_CELL_ADHESION,252,-0.580745837,-1.934537418,1.00E-10,7.75E-09,5.74E-09,1965,"tags=38%, list=13%, signal=34%",8744/3572/4067/9308/55423/51176/11151/7535/23308/2534/3932/64926/3111/3127/3037/3123/3120/3458/7070/10673/916/3956/140885/259307/3113/2529/3552/939/729230/4254/50943/921/923/3119/8651/3122/10326/2526/1236/7124/3561/10125/2650/64127/3115/940/10859/146850/6504/3109/10148/54440/864/942/114548/7412/3594/199/399/3676/1960/6352/3112/5788/7292/8876/26191/301/6401/84868/970/29851/8013/3118/941/857/3689/79679/3071/3117/6347/29126/1378/2736/3553/30835/3479/6363/10288/3575/3559/80380/11006/3569/6366/1803
GOBP_LEUKOCYTE_MEDIATED_IMMUNITY,GOBP_LEUKOCYTE_MEDIATED_IMMUNITY,352,-0.574914818,-1.934353049,1.00E-10,7.75E-09,5.74E-09,3184,"tags=48%, list=22%, signal=39%",23180/3821/4352/10892/4436/117157/729/722/55183/53833/22914/3135/80329/79915/972/5817/3805/3108/3823/202309/913/3822/912/1604/5294/3718/2956/7186/1235/9156/1379/79987/710/2294/7409/10865/57823/8809/814/201294/727/909/23529/127544/6571/171389/8807/911/4067/9846/89886/3426/11151/910/259197/154064/84106/56253/54210/3111/3127/3004/30009/5293/409/3554/914/84174/3123/57126/3120/11314/7454/725/2208/925/1113/259307/717/3113/4049/2529/939/4818/729230/2922/50943/91543/3119/26228/3122/5729/6812/10666/7133/7462/7124/3824/6372/10125/4277/339390/730/64127/3115/4068/54209/940/114836/10859/146850/3560/6504/3109/1776/64581/3598/54440/114548/5730/1511/9466/5551/3594/7305/6688/720/3112/5788/7292/5272/5027/2213/10417/84868/970/715/6348/8013/3118/2207/695/8832/3689/3162/2209/712/3071/714/3117/3902/3684/3586/713/64005/3002/306/1378/3383/2214/3553/930/51311/50615/1439/3575/1380/716/11006/3569
GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,GOBP_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE,256,-0.578740469,-1.927647107,1.00E-10,7.75E-09,5.74E-09,3163,"tags=48%, list=22%, signal=38%",10892/54542/4436/114770/117157/28514/5971/55183/26022/257101/79915/972/100/25/202309/3958/3822/5294/3718/2956/1235/5169/9156/4853/2294/5105/8809/4602/201294/3936/23529/6571/911/4067/56670/3570/9846/4242/8291/51176/11151/246778/338339/84106/9452/11027/1015/30009/5293/6095/3123/6556/23228/57126/3458/11314/3956/1113/10875/6693/8320/4818/729230/2922/50943/4063/3122/5729/6812/3683/84695/7462/7124/10125/54209/940/114836/10859/6504/3109/1776/3598/942/5450/114548/5730/51744/9466/3594/7305/6688/54518/55619/1880/139818/5788/7292/2213/301/26253/84868/3662/6348/8013/2207/941/695/8832/3689/3162/3071/1794/4064/3684/3586/306/1378/3383/2214/930/3394/6363/3569
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,GOBP_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,414,-0.564706962,-1.913138783,1.00E-10,7.75E-09,5.74E-09,3173,"tags=45%, list=22%, signal=36%",3821/54542/5553/114770/84959/387597/722/28514/53833/4681/22914/3135/335/972/10234/652/197358/1843/100/3805/3204/84166/3958/10077/9370/1604/3718/2841/135/441478/5169/347/1269/1379/9290/79987/6376/710/2294/131450/3549/54941/8654/727/5585/140685/171389/9173/1813/9258/23547/4067/10769/7805/53347/2534/56253/284/374403/1021/11027/23495/3111/134/30009/409/6664/5795/56477/6662/3620/4345/10272/84174/3123/79626/23228/2615/7070/23208/7940/11314/2633/725/9935/10875/259307/6693/729230/53342/7128/54/4254/50943/26228/8651/25939/84695/7043/4982/7124/3824/7042/339390/64127/4068/54209/7057/10859/5133/54900/6504/945/3598/201633/864/942/133396/4332/1511/9466/10333/10457/7305/6688/115352/1840/558/8530/3112/6387/5788/7292/64092/5322/5272/26191/2213/301/6422/84868/146722/28959/3662/6348/941/56833/3055/8111/1493/695/145581/8832/933/3162/11240/11117/79679/3071/714/6347/11025/3902/26279/3586/2200/51083/29126/1378/4057/11326/1281/10288/3575/1380/9353/3624/3559/7291/7130/2335/80380/11006/4321/6366/1803/26585
GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY,GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY,405,-0.561480795,-1.900057831,1.00E-10,7.75E-09,5.74E-09,2584,"tags=37%, list=18%, signal=31%",9705/84166/3601/54765/7185/9370/3718/4599/7186/1235/3577/1232/5618/6376/8809/64388/23529/7852/6775/10581/11024/171389/9173/8807/9180/3572/23547/4067/3570/7066/7805/10019/6367/1435/6369/3977/132014/284/11027/9971/6349/5795/3554/1441/6368/3458/10673/54756/7293/117854/10663/6358/3552/2322/729230/7128/10410/1893/26228/8651/25939/1906/7133/2833/10344/1236/7124/146433/608/9244/6372/2919/3561/8519/2672/79444/54209/10859/116379/1234/3560/2621/3598/10148/6364/1233/1237/8784/133396/1511/643/9466/1437/3594/1436/6688/6351/7850/558/6352/5008/1240/55504/6387/5788/81030/330/146722/970/6348/2207/1230/7837/857/3055/11026/6354/11240/1958/6347/1438/2921/3553/50615/353514/1439/6363/3595/6373/10288/6355/2920/3575/6357/4283/3627/8877/9353/3559/6356/10563/1440/11006/4321/3569/6366/2069/6374/6362
GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,GOBP_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,337,-0.564693285,-1.898889151,1.00E-10,7.75E-09,5.74E-09,3248,"tags=47%, list=22%, signal=38%",51010/2/10459/3821/10892/54542/5553/4436/114770/117157/722/55183/53833/22914/3135/257101/5950/80329/79915/335/972/5817/3805/3823/913/3958/3822/912/1604/3718/7186/5169/1379/8482/79987/710/2294/5105/9865/7409/10865/8809/814/201294/909/5585/23529/8807/911/4067/2865/51704/9846/7805/910/259197/154064/246778/8140/84106/56253/284/2219/30009/409/5795/3554/2867/3123/57126/3458/7293/117854/11314/7454/725/2208/10875/259307/4049/5199/2529/729230/54/50943/91543/26228/3122/6812/10666/7133/2048/84695/7043/51284/7124/3824/7042/6372/10125/4277/339390/64127/54209/940/114836/10859/146850/6504/3109/1776/64581/3598/54440/942/114548/51744/9466/3594/7305/6688/115352/558/5788/7292/5322/5272/26191/5027/2213/10417/301/84868/3662/8013/941/653361/56833/695/8832/933/3689/3162/2209/3071/3902/3684/3586/1378/11326/3383/3553/6363/5650/3575/1380/7291/25818/11006/3569
GOBP_LEUKOCYTE_CELL_CELL_ADHESION,GOBP_LEUKOCYTE_CELL_CELL_ADHESION,366,-0.561524637,-1.892787422,1.00E-10,7.75E-09,5.74E-09,1977,"tags=37%, list=14%, signal=33%",58494/8744/3572/4067/9308/55423/7805/51176/11151/6279/7535/23308/2534/56253/3932/4478/64926/3111/3127/30009/3037/56477/3620/3678/3123/79626/57126/3120/2615/3458/7070/10673/916/11314/3956/10875/140885/259307/6693/3113/2529/3552/939/729230/4254/50943/921/923/3119/8651/3122/3683/10326/2526/84695/1236/7124/4907/3561/10125/339390/2650/64127/3115/6404/940/10859/83706/146850/54900/6504/3109/10148/54440/201633/864/942/114548/1511/7412/3594/199/10457/399/3676/51148/1840/1960/6352/3112/6387/5788/7292/5322/8876/26191/2213/301/6401/84868/6402/970/29851/8013/3118/941/857/1493/3689/79679/3071/3117/6347/3902/26279/3586/29126/1378/11326/2736/3383/3553/30835/3479/6363/119/10288/3575/4973/3559/80380/11006/3569/6366/1803
GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,GOBP_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS,232,-0.570307858,-1.891670078,1.00E-10,7.75E-09,5.74E-09,3515,"tags=50%, list=24%, signal=39%",3142/6891/3107/3593/353376/3592/3106/51010/10459/10892/4436/117157/55183/22914/3135/5950/80329/79915/972/5817/3805/3823/913/3822/912/1604/7186/5169/8482/2294/5105/7409/10865/8809/814/201294/909/23529/8807/911/4067/2865/51704/9846/7805/910/259197/154064/8140/56253/2219/30009/5795/3554/2867/3123/57126/3458/7293/117854/11314/2208/4049/5199/729230/50943/91543/26228/3122/6812/10666/2048/51284/7124/3824/10125/4277/64127/54209/940/114836/10859/6504/3109/64581/3598/54440/942/114548/51744/3594/7305/6688/5788/7292/5322/26191/5027/10417/301/8013/941/695/8832/3689/3162/2209/3902/3684/3586/1378/3553/6363/5650/25818/3569
GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION,GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION,449,-0.556668864,-1.889392002,1.00E-10,7.75E-09,5.74E-09,3173,"tags=44%, list=22%, signal=36%",3821/4352/10892/54542/4436/114770/387597/6932/55183/53833/4208/22914/3135/257101/79915/2175/920/972/652/100/596/8660/25/3108/6541/3823/3601/3958/10077/3822/9479/912/1604/22806/3718/135/441478/5618/5105/7480/3549/7409/8654/814/5585/23529/639/5588/8744/3572/4067/9308/55423/7805/51176/11151/7535/246778/23308/2534/56253/6935/374403/3932/64926/23495/3111/3127/30009/6664/3620/914/3123/79626/4739/3120/2615/3458/7070/10673/7293/916/7940/11314/3956/10875/140885/259307/6693/3113/3552/939/729230/7128/4254/50943/921/923/3119/8651/3122/10326/7133/2048/84695/1236/4773/3824/3561/10125/339390/64127/27240/3115/940/10859/146850/54900/6504/3109/2621/64581/944/10148/54440/201633/864/942/4332/114548/1511/9466/7412/3594/199/10457/7305/6688/399/115352/1840/1960/558/6352/3112/1880/150372/3604/5788/7292/64092/9760/5322/8876/26191/2213/301/6422/84868/970/30011/29851/3662/3118/941/857/56833/1493/695/933/79679/3071/3117/6347/3902/26279/3586/51083/29126/1378/11326/2736/2214/3553/930/30835/3479/6363/10288/3575/952/3624/56603/3559/80380/11006/3569/6366/1803
GOBP_LEUKOCYTE_PROLIFERATION,GOBP_LEUKOCYTE_PROLIFERATION,298,-0.563429725,-1.887097588,1.00E-10,7.75E-09,5.74E-09,2975,"tags=46%, list=20%, signal=37%",53833/4208/3135/79915/4883/972/652/100/596/8660/25/6541/9047/202309/3958/10077/9479/912/1604/22806/5294/3718/5169/3087/5618/6376/3549/8654/5585/23529/5588/8744/3572/4067/51176/11151/7535/246778/1435/23308/2534/56253/4478/64926/23495/6664/3620/3123/6556/23228/2615/6480/10673/7293/916/7940/11314/259307/6693/3113/3552/2322/729230/7128/4254/50943/923/7133/2048/4773/146433/10125/339390/3115/54209/940/10859/6504/3109/944/10148/54440/942/4332/1437/7412/3594/199/10457/1436/7305/115352/6352/1880/3604/5788/7292/5322/931/26191/5027/2213/301/84868/970/941/1493/695/933/79679/3071/1794/4064/26279/3586/1438/973/51083/29126/1378/11326/2214/3553/930/30835/3479/1439/6363/10288/3575/1380/952/3559/80380/11006/3569/26585
GOBP_REGULATION_OF_T_CELL_ACTIVATION,GOBP_REGULATION_OF_T_CELL_ACTIVATION,339,-0.559561355,-1.882573912,1.00E-10,7.75E-09,5.74E-09,2975,"tags=44%, list=20%, signal=36%",53833/22914/3135/257101/2175/920/972/652/100/25/3108/6541/3958/10077/9479/912/1604/3718/135/441478/5105/7480/3549/7409/8654/814/639/5588/8744/3572/4067/9308/55423/7805/51176/11151/7535/246778/23308/2534/56253/6935/3932/64926/3111/3127/30009/3620/914/3123/79626/3120/2615/3458/7070/10673/916/11314/3956/10875/140885/259307/6693/3113/3552/939/729230/4254/50943/921/923/3119/8651/3122/10326/7133/84695/1236/3561/10125/339390/64127/27240/3115/940/10859/146850/54900/6504/3109/944/10148/54440/201633/864/942/114548/1511/7412/3594/199/10457/399/1840/1960/6352/3112/3604/5788/7292/9760/5322/8876/26191/2213/301/84868/970/29851/3662/3118/941/857/1493/79679/3071/3117/6347/3902/26279/3586/29126/1378/11326/2736/3553/30835/3479/6363/10288/3575/56603/3559/80380/11006/3569/6366/1803
GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION,GOBP_REGULATION_OF_LEUKOCYTE_PROLIFERATION,237,-0.567480422,-1.882302058,1.00E-10,7.75E-09,5.74E-09,2975,"tags=49%, list=20%, signal=39%",53833/4208/3135/79915/972/652/100/596/8660/6541/3958/10077/9479/912/1604/22806/3718/5169/3087/5618/3549/8654/5585/23529/5588/8744/3572/4067/11151/7535/246778/1435/23308/56253/64926/23495/6664/3620/3123/2615/6480/10673/7293/916/7940/11314/259307/6693/3113/3552/729230/7128/4254/50943/923/7133/2048/4773/146433/339390/3115/940/10859/6504/3109/944/10148/54440/942/4332/1437/7412/3594/199/10457/1436/7305/115352/6352/1880/3604/5788/7292/5322/26191/2213/301/84868/970/941/1493/695/933/79679/3071/26279/3586/1438/51083/29126/1378/11326/2214/3553/30835/3479/1439/6363/10288/952/3559/80380/11006/3569/26585
